Importance	Ngram	Frequency in tumor_stage Columns	Frequency in Nontumor_stage Columns
32649	t1o	0.0	0.0
32650	t1n	0.07692307692307693	0.0005081300813008131
32651	t0b	0.0	0.0
32652	t0_	0.0	0.001524390243902439
32653	t2:	0.0	0.0
32654	t/+	0.0	0.0
32655	t/g	0.0	0.0
32656	t/f	0.0	0.0
32657	t/e	0.0	0.0005081300813008131
32658	t/d	0.0	0.0
32659	t/c	0.0	0.0010162601626016261
32660	t/b	0.0	0.0005081300813008131
32661	t/a	0.0	0.0005081300813008131
32662	t/_	0.0	0.0
32663	t/1	0.0	0.0
32664	t/0	0.0	0.0
32665	t/-	0.0	0.0005081300813008131
32666	t-z	0.0	0.0
32667	t0]	0.0	0.0
32668	t-y	0.0	0.0
32669	t-x	0.0	0.0
32670	t-w	0.0	0.0
32671	t-v	0.0	0.0010162601626016261
32672	t-u	0.0	0.0005081300813008131
32673	t-t	0.0	0.00508130081300813
32674	t-s	0.0	0.006097560975609756
32675	t-r	0.0	0.0066056910569105695
32676	t-q	0.0	0.0
32677	t-p	0.0	0.002540650406504065
32678	t-o	0.0	0.001524390243902439
32679	t/h	0.0	0.0
32680	t/i	0.0	0.0010162601626016261
32681	t/l	0.0	0.0
32682	t/m	0.0	0.0005081300813008131
32683	t0;	0.0	0.0
32684	t0:	0.0	0.0
32685	t09	0.0	0.002540650406504065
32686	t08	0.0	0.001524390243902439
32687	t07	0.0	0.001524390243902439
32688	t06	0.0	0.0020325203252032522
32689	t05	0.0	0.0020325203252032522
32690	t04	0.0	0.001524390243902439
32691	t02	0.0	0.002540650406504065
32692	t01	0.0	0.001524390243902439
32693	t00	0.0	0.0020325203252032522
32694	t0-	0.0	0.0005081300813008131
32695	t0)	0.0	0.0
32696	t/β	0.0	0.0
32697	t/y	0.0	0.0
32698	t/w	0.0	0.001524390243902439
32699	t/u	0.0	0.0
32700	t/t	0.0	0.0010162601626016261
32701	t/s	0.0	0.0005081300813008131
32702	t/r	0.0	0.0010162601626016261
32703	t/p	0.0	0.0005081300813008131
32704	t/o	0.0	0.0
32705	t/n	0.0	0.0
32706	t27	0.0	0.003556910569105691
32707	t2;	0.0	0.0
32708	t5i	0.0	0.0
32709	t47	0.0	0.007113821138211382
32710	t4l	0.0	0.0
32711	t4k	0.0	0.0010162601626016261
32712	t4h	0.0	0.0010162601626016261
32713	t4d	0.0	0.0
32714	t4c	0.0	0.0
32715	t4_	0.038461538461538464	0.013211382113821139
32716	t4]	0.0	0.001524390243902439
32717	t4;	0.0	0.0
32718	t4:	0.0	0.0
32719	t49	0.0	0.001524390243902439
32720	t48	0.0	0.001524390243902439
32721	t46	0.0	0.0020325203252032522
32722	t3w	0.0	0.0
32723	t45	0.0	0.003048780487804878
32724	t44	0.0	0.001524390243902439
32725	t43	0.0	0.002540650406504065
32726	t42	0.0	0.0010162601626016261
32727	t41	0.0	0.003556910569105691
32728	t40	0.0	0.004573170731707317
32729	t4/	0.0	0.0
32730	t4-	0.0	0.001524390243902439
32731	t4+	0.0	0.0
32732	t4)	0.0	0.0
32733	t4(	0.0	0.0
32734	t4m	0.0	0.0005081300813008131
32735	t4p	0.0	0.0005081300813008131
32736	t4r	0.0	0.0005081300813008131
32737	t4s	0.0	0.0
32738	t5h	0.0	0.0
32739	t5f	0.0	0.0
32740	t5d	0.0	0.0
32741	t5c	0.0	0.0
32742	t5b	0.0	0.0
32743	t5a	0.0	0.0005081300813008131
32744	t5_	0.0	0.01016260162601626
32745	t5]	0.0	0.0005081300813008131
32746	t5:	0.0	0.0
32747	t59	0.0	0.002540650406504065
32748	t58	0.0	0.003048780487804878
32749	t57	0.0	0.002540650406504065
32750	t56	0.0	0.002540650406504065
32751	t55	0.0	0.0020325203252032522
32752	t54	0.0	0.002540650406504065
32753	t53	0.0	0.0020325203252032522
32754	t52	0.0	0.001524390243902439
32755	t51	0.0	0.003048780487804878
32756	t5/	0.0	0.0
32757	t5-	0.0	0.002540650406504065
32758	t5)	0.0	0.0005081300813008131
32759	t4v	0.0	0.0
32760	t4t	0.0	0.0
32761	t3z	0.0	0.0
32762	t3v	0.0	0.0
32763	t2]	0.0	0.0020325203252032522
32764	t2s	0.0	0.0
32765	t3/	0.0	0.0
32766	t3-	0.0	0.003048780487804878
32767	t3+	0.0	0.0
32768	t3)	0.0	0.0
32769	t3(	0.0	0.0
32770	t3'	0.0	0.0
32771	t2y	0.0	0.0
32772	t2x	0.0	0.0005081300813008131
32773	t2v	0.0	0.0
32774	t2u	0.0	0.0005081300813008131
32775	t2t	0.0	0.0
32776	t2r	0.0	0.0
32777	t3t	0.0	0.0
32778	t2p	0.0	0.0005081300813008131
32779	t2o	0.0	0.0
32780	t2m	0.038461538461538464	0.0005081300813008131
32781	t2l	0.0	0.0
32782	t2k	0.0	0.001524390243902439
32783	t2i	0.0	0.0010162601626016261
32784	t2h	0.0	0.0
32785	t2g	0.0	0.0
32786	t2f	0.0	0.0
32787	t2e	0.0	0.0
32788	t2d	0.0	0.0020325203252032522
32789	t30	0.0	0.003556910569105691
32790	t31	0.0	0.002540650406504065
32791	t32	0.0	0.002540650406504065
32792	t33	0.0	0.002540650406504065
32793	t3s	0.0	0.0
32794	t3r	0.0	0.0
32795	t3p	0.0	0.0005081300813008131
32796	t3m	0.038461538461538464	0.0010162601626016261
32797	t3l	0.0	0.0
32798	t3k	0.0	0.0
32799	t3j	0.0	0.0005081300813008131
32800	t3i	0.0	0.0
32801	t3h	0.0	0.0
32802	t3g	0.0	0.0
32803	t3d	0.0	0.0
32804	t3c	0.0	0.0
32805	t3b	0.07692307692307693	0.0
32806	t3a	0.0	0.0020325203252032522
32807	t3]	0.0	0.0020325203252032522
32808	t3;	0.0	0.0
32809	t3:	0.0	0.0
32810	t39	0.0	0.0020325203252032522
32811	t38	0.0	0.002540650406504065
32812	t37	0.0	0.002540650406504065
32813	t36	0.0	0.003556910569105691
32814	t35	0.0	0.003048780487804878
32815	t34	0.0	0.003048780487804878
32816	rk-	0.0	0.0
32817	rk)	0.0	0.0
32818	rjz	0.0	0.0005081300813008131
32819	pd7	0.0	0.0
32820	pdg	0.0	0.0020325203252032522
32821	pdf	0.0	0.0
32822	pde	0.0	0.0
32823	pdd	0.0	0.0
32824	pdc	0.0	0.001524390243902439
32825	pdb	0.0	0.0
32826	pd_	0.0	0.008638211382113821
32827	pd;	0.0	0.0
32828	pd:	0.0	0.0
32829	pd9	0.0	0.0
32830	pd8	0.0	0.0
32831	pd6	0.0	0.0
32832	pdi	0.0	0.0
32833	pd5	0.0	0.0
32834	pd4	0.0	0.0
32835	pd3	0.0	0.0
32836	pd2	0.0	0.0
32837	pd1	0.0	0.0010162601626016261
32838	pd0	0.0	0.0005081300813008131
32839	pd/	0.0	0.0
32840	pd-	0.0	0.00508130081300813
32841	pd+	0.0	0.0
32842	pd)	0.0	0.0
32843	pc−	0.0	0.0
32844	pdh	0.0	0.0005081300813008131
32845	pdk	0.0	0.0
32846	pbf	0.0	0.0005081300813008131
32847	pe'	0.0	0.0
32848	pe7	0.0	0.0005081300813008131
32849	pe6	0.0	0.0010162601626016261
32850	pe5	0.0	0.0010162601626016261
32851	pe4	0.0	0.0005081300813008131
32852	pe3	0.0	0.0005081300813008131
32853	pe2	0.0	0.0010162601626016261
32854	pe0	0.0	0.0005081300813008131
32855	pe/	0.0	0.0020325203252032522
32856	pe-	0.0	0.003556910569105691
32857	pe+	0.0	0.0
32858	pe(	0.0	0.0005081300813008131
32859	pdz	0.0	0.0
32860	pdl	0.0	0.001524390243902439
32861	pdy	0.0	0.0
32862	pdx	0.038461538461538464	0.008130081300813009
32863	pdv	0.0	0.0005081300813008131
32864	pdu	0.0	0.0
32865	pdt	0.0	0.0005081300813008131
32866	pds	0.0	0.0010162601626016261
32867	pdr	0.0	0.0
32868	pdp	0.0	0.0020325203252032522
32869	pdo	0.0	0.0
32870	pdn	0.0	0.0
32871	pdm	0.0	0.0
32872	pcy	0.0	0.0005081300813008131
32873	pcx	0.0	0.0
32874	pcw	0.0	0.0
32875	pbu	0.0	0.0
32876	pc4	0.0	0.0005081300813008131
32877	pc2	0.0	0.0020325203252032522
32878	pc0	0.0	0.0005081300813008131
32879	pc/	0.0	0.0005081300813008131
32880	pc-	0.0	0.0040650406504065045
32881	pc+	0.0	0.0
32882	pc)	0.0	0.001524390243902439
32883	pc#	0.0	0.0005081300813008131
32884	pbx	0.0	0.0
32885	pbw	0.0	0.0
32886	pbv	0.0	0.0
32887	pbt	0.0	0.0
32888	pcv	0.0	0.0
32889	pbs	0.0	0.003556910569105691
32890	pbr	0.0	0.0005081300813008131
32891	pbp	0.0	0.0
32892	pbo	0.0	0.0
32893	pbn	0.0	0.0
32894	pbm	0.0	0.03404471544715447
32895	pbl	0.0	0.0005081300813008131
32896	pbk	0.0	0.0
32897	pbj	0.0	0.0
32898	pbi	0.0	0.0010162601626016261
32899	pbh	0.0	0.0005081300813008131
32900	pc5	0.0	0.0
32901	pc6	0.0	0.0
32902	pc7	0.0	0.0
32903	pc8	0.0	0.0005081300813008131
32904	pcu	0.0	0.0
32905	pct	0.0	0.0
32906	pcs	0.0	0.007621951219512195
32907	pcr	0.0	0.0020325203252032522
32908	pcp	0.0	0.0
32909	pco	0.0	0.003048780487804878
32910	pcn	0.0	0.0010162601626016261
32911	pcm	0.0	0.0005081300813008131
32912	pcl	0.0	0.0005081300813008131
32913	pck	0.0	0.0005081300813008131
32914	pcj	0.0	0.0
32915	pci	0.0	0.0005081300813008131
32916	pch	0.0	0.0
32917	pcg	0.0	0.0
32918	pcf	0.0	0.0005081300813008131
32919	pce	0.0	0.0
32920	pcd	0.0	0.003556910569105691
32921	pcc	0.0	0.0005081300813008131
32922	pcb	0.0	0.0010162601626016261
32923	pca	0.0	0.007621951219512195
32924	pc]	0.0	0.0
32925	pc:	0.0	0.0
32926	pc9	0.0	0.005589430894308943
32927	pe8	0.0	0.0005081300813008131
32928	pe9	0.0	0.0005081300813008131
32929	pe:	0.0	0.0
32930	pg)	0.0	0.0
32931	pg8	0.0	0.0
32932	pg7	0.0	0.0
32933	pg6	0.0	0.0
32934	pg5	0.0	0.0
32935	pg4	0.0	0.0
32936	pg3	0.0	0.0010162601626016261
32937	pg1	0.0	0.0005081300813008131
32938	pg0	0.0	0.0
32939	pg/	0.0	0.0
32940	pg-	0.0	0.001524390243902439
32941	pg+	0.0	0.0
32942	pfz	0.0	0.0
32943	pfl	0.0	0.0005081300813008131
32944	pfy	0.0	0.0
32945	pfx	0.0	0.0
32946	pfw	0.0	0.0
32947	pfv	0.0	0.0
32948	pfu	0.0	0.0
32949	pft	0.0	0.0005081300813008131
32950	pfs	0.0	0.0005081300813008131
32951	pfr	0.0	0.0
32952	pfp	0.0	0.0
32953	pfo	0.0	0.0005081300813008131
32954	pfn	0.0	0.0
32955	pg9	0.0	0.0
32956	pg;	0.0	0.0
32957	pg_	0.0	0.004573170731707317
32958	pga	0.0	0.0
32959	ph+	0.0	0.0
32960	ph)	0.0	0.0005081300813008131
32961	pgz	0.0	0.0
32962	pgx	0.0	0.0
32963	pgv	0.0	0.0010162601626016261
32964	pgu	0.0	0.0
32965	pgt	0.0	0.0
32966	pgs	0.0	0.0005081300813008131
32967	pgr	0.0	0.0005081300813008131
32968	pgp	0.0	0.0010162601626016261
32969	pgo	0.0	0.0
32970	pgn	0.0	0.0005081300813008131
32971	pgm	0.0	0.0
32972	pgl	0.0	0.0
32973	pgk	0.0	0.0005081300813008131
32974	pgi	0.0	0.0005081300813008131
32975	pgh	0.0	0.0005081300813008131
32976	pgg	0.0	0.0
32977	pgf	0.0	0.0010162601626016261
32978	pge	0.0	0.0
32979	pgd	0.0	0.0
32980	pgc	0.0	0.0005081300813008131
32981	pgb	0.0	0.0
32982	pfm	0.0	0.0
32983	pfk	0.0	0.0
32984	pe;	0.0	0.0
32985	pel	0.0	0.003556910569105691
32986	pey	0.0	0.0
32987	pex	0.0	0.0020325203252032522
32988	pew	0.0	0.0
32989	pev	0.0	0.0
32990	peu	0.0	0.0
32991	pet	0.0	0.0005081300813008131
32992	pes	0.0	0.00508130081300813
32993	pep	0.0	0.001524390243902439
32994	peo	0.0	0.0005081300813008131
32995	pen	0.0	0.007113821138211382
32996	pem	0.0	0.0005081300813008131
32997	pek	0.0	0.0
32998	pfi	0.0	0.0005081300813008131
32999	pej	0.0	0.0
33000	pei	0.0	0.0
33001	peh	0.0	0.0
33002	peg	0.0	0.0005081300813008131
33003	pef	0.0	0.0
33004	pee	0.0	0.0010162601626016261
33005	ped	0.0	0.0040650406504065045
33006	pec	0.07692307692307693	0.018800813008130083
33007	peb	0.0	0.0
33008	pea	0.0	0.007113821138211382
33009	pe]	0.0	0.0
33010	pez	0.0	0.0005081300813008131
33011	pe’	0.0	0.0
33012	pf)	0.0	0.0
33013	pf+	0.0	0.0
33014	pfh	0.0	0.0
33015	pfg	0.0	0.0
33016	pff	0.0	0.001524390243902439
33017	pfe	0.0	0.0010162601626016261
33018	pfd	0.0	0.0
33019	pfc	0.0	0.0020325203252032522
33020	pfb	0.0	0.0
33021	pfa	0.0	0.0
33022	pf_	0.0	0.0040650406504065045
33023	pf]	0.0	0.0
33024	pf:	0.0	0.0
33025	pf9	0.0	0.0
33026	pf8	0.0	0.0
33027	pf7	0.0	0.0
33028	pf6	0.0	0.0
33029	pf5	0.0	0.0
33030	pf4	0.0	0.0005081300813008131
33031	pf3	0.0	0.0005081300813008131
33032	pf2	0.0	0.0
33033	pf1	0.0	0.0
33034	pf0	0.0	0.0
33035	pf/	0.0	0.0
33036	pf-	0.0	0.0
33037	pbg	0.0	0.0005081300813008131
33038	pbe	0.0	0.0005081300813008131
33039	rjy	0.0	0.0005081300813008131
33040	p9]	0.0	0.0
33041	p9p	0.0	0.0
33042	p9n	0.0	0.0
33043	p9h	0.0	0.0
33044	p9g	0.0	0.0
33045	p9f	0.0	0.0
33046	p9e	0.0	0.0
33047	p9d	0.0	0.0
33048	p9c	0.0	0.0005081300813008131
33049	p9b	0.0	0.0005081300813008131
33050	p9a	0.0	0.0005081300813008131
33051	p9_	0.0	0.0066056910569105695
33052	p9:	0.0	0.0
33053	p9s	0.0	0.0
33054	p99	0.0	0.0005081300813008131
33055	p98	0.0	0.0010162601626016261
33056	p97	0.0	0.0005081300813008131
33057	p96	0.0	0.0005081300813008131
33058	p95	0.0	0.0010162601626016261
33059	p94	0.0	0.0005081300813008131
33060	p93	0.0	0.0005081300813008131
33061	p92	0.0	0.0010162601626016261
33062	p91	0.0	0.0005081300813008131
33063	p90	0.0	0.0005081300813008131
33064	p9-	0.0	0.0010162601626016261
33065	p9r	0.0	0.0
33066	p9t	0.0	0.0
33067	pbd	0.0	0.0005081300813008131
33068	p;8	0.0	0.0
33069	p;t	0.0	0.0
33070	p;s	0.0	0.0
33071	p;p	0.0	0.0
33072	p;n	0.0	0.0
33073	p;l	0.0	0.0
33074	p;g	0.0	0.0
33075	p;d	0.0	0.0
33076	p;c	0.0	0.0
33077	p;b	0.0	0.0
33078	p;a	0.0	0.0
33079	p;_	0.0	0.0
33080	p;5	0.0	0.0
33081	p9v	0.0	0.0
33082	p;2	0.0	0.0
33083	p;1	0.0	0.0
33084	p: 	0.0	0.0
33085	p:r	0.0	0.0
33086	p:p	0.0	0.0
33087	p:n	0.0	0.0
33088	p:c	0.0	0.0
33089	p:_	0.0	0.0
33090	p::	0.0	0.0
33091	p9y	0.0	0.0
33092	p9x	0.0	0.0005081300813008131
33093	p9+	0.0	0.0
33094	p9)	0.0	0.0
33095	p8v	0.0	0.0
33096	p7]	0.0	0.0
33097	p7s	0.0	0.0
33098	p7r	0.0	0.0
33099	p7o	0.0	0.0
33100	p7n	0.0	0.0
33101	p7k	0.0	0.0
33102	p7i	0.0	0.0005081300813008131
33103	p7d	0.0	0.0
33104	p7c	0.0	0.0
33105	p7b	0.0	0.0010162601626016261
33106	p7a	0.0	0.0
33107	p7_	0.0	0.01524390243902439
33108	p7:	0.0	0.0
33109	p8t	0.0	0.0
33110	p79	0.0	0.001524390243902439
33111	p78	0.0	0.001524390243902439
33112	p77	0.0	0.002540650406504065
33113	p76	0.0	0.001524390243902439
33114	p75	0.0	0.001524390243902439
33115	p74	0.0	0.001524390243902439
33116	p73	0.0	0.0020325203252032522
33117	p72	0.0	0.0020325203252032522
33118	p71	0.0	0.0020325203252032522
33119	p70	0.0	0.001524390243902439
33120	p7/	0.0	0.0
33121	p7t	0.0	0.0005081300813008131
33122	p7v	0.0	0.0
33123	p8)	0.0	0.0
33124	p8+	0.0	0.0
33125	p8s	0.0	0.0
33126	p8r	0.0	0.0
33127	p8n	0.0	0.0
33128	p8l	0.0	0.0
33129	p8k	0.0	0.0
33130	p8d	0.0	0.0
33131	p8c	0.0	0.0
33132	p8b	0.0	0.0
33133	p8a	0.0	0.0005081300813008131
33134	p8_	0.0	0.011686991869918699
33135	p8]	0.0	0.0
33136	p8:	0.0	0.0
33137	p89	0.0	0.0010162601626016261
33138	p88	0.0	0.0005081300813008131
33139	p87	0.0	0.0005081300813008131
33140	p86	0.0	0.0005081300813008131
33141	p85	0.0	0.0010162601626016261
33142	p84	0.0	0.0005081300813008131
33143	p83	0.0	0.0010162601626016261
33144	p82	0.0	0.0010162601626016261
33145	p81	0.0	0.0005081300813008131
33146	p80	0.0	0.0010162601626016261
33147	p8-	0.0	0.0010162601626016261
33148	p;u	0.0	0.0
33149	p;v	0.0	0.0
33150	p;x	0.0	0.0
33151	paf	0.0	0.0010162601626016261
33152	pas	0.0	0.057926829268292686
33153	paq	0.0	0.0
33154	pap	0.0	0.007621951219512195
33155	pao	0.0	0.0
33156	pam	0.0	0.00508130081300813
33157	pal	0.0	0.004573170731707317
33158	pak	0.0	0.0005081300813008131
33159	paj	0.0	0.0005081300813008131
33160	pai	0.038461538461538464	0.003556910569105691
33161	pah	0.0	0.0
33162	pag	0.0	0.0005081300813008131
33163	pae	0.0	0.0020325203252032522
33164	pa4	0.0	0.0
33165	pad	0.0	0.001524390243902439
33166	pab	0.0	0.0
33167	paa	0.0	0.0
33168	pa_	0.0	0.00508130081300813
33169	pa]	0.0	0.0
33170	pa;	0.0	0.0
33171	pa:	0.0	0.0
33172	pa9	0.0	0.0
33173	pa8	0.0	0.0
33174	pa7	0.0	0.0
33175	pa6	0.0	0.0
33176	pau	0.0	0.0005081300813008131
33177	pav	0.0	0.0
33178	paw	0.0	0.0
33179	pax	0.0	0.003048780487804878
33180	pbc	0.0	0.0005081300813008131
33181	pbb	0.0	0.0005081300813008131
33182	pba	0.0	0.0010162601626016261
33183	pb_	0.0	0.006097560975609756
33184	pb]	0.0	0.0
33185	pb:	0.0	0.0
33186	pb9	0.0	0.0
33187	pb8	0.0	0.0010162601626016261
33188	pb7	0.0	0.0010162601626016261
33189	pb6	0.0	0.0010162601626016261
33190	pb5	0.0	0.0005081300813008131
33191	pb4	0.0	0.0005081300813008131
33192	pb3	0.0	0.001524390243902439
33193	pb2	0.0	0.001524390243902439
33194	pb1	0.0	0.003048780487804878
33195	pb0	0.0	0.0
33196	pb/	0.0	0.0
33197	pb-	0.0	0.002540650406504065
33198	pb*	0.0	0.0005081300813008131
33199	pb)	0.0	0.0005081300813008131
33200	pb#	0.0	0.0
33201	paz	0.0	0.0
33202	pay	0.0	0.0
33203	pa5	0.0	0.0
33204	pa3	0.0	0.0005081300813008131
33205	p?q	0.0	0.0
33206	p_5	0.0	0.007113821138211382
33207	p_f	0.0	0.001524390243902439
33208	p_e	0.0	0.0040650406504065045
33209	p_d	0.0	0.007621951219512195
33210	p_b	0.0	0.004573170731707317
33211	p_a	0.0	0.008638211382113821
33212	p__	0.0	0.0
33213	p_[	0.0	0.0005081300813008131
33214	p_9	0.0	0.0020325203252032522
33215	p_8	0.0	0.002540650406504065
33216	p_7	0.0	0.003048780487804878
33217	p_6	0.0	0.004573170731707317
33218	p_4	0.0	0.010670731707317074
33219	pa2	0.0	0.0005081300813008131
33220	p_3	0.0	0.03353658536585366
33221	p_0	0.0	0.0
33222	p_/	0.0	0.0005081300813008131
33223	p_-	0.0	0.0005081300813008131
33224	p_+	0.0	0.001524390243902439
33225	p_&	0.0	0.0
33226	p_#	0.0	0.0005081300813008131
33227	p_"	0.0	0.0
33228	p]c	0.0	0.0
33229	p]_	0.0	0.0005081300813008131
33230	p[e	0.0	0.0
33231	p_g	0.0	0.001524390243902439
33232	p_h	0.0	0.002540650406504065
33233	p_i	0.0	0.00508130081300813
33234	p_j	0.0	0.0
33235	pa1	0.0	0.001524390243902439
33236	pa0	0.0	0.0005081300813008131
33237	pa/	0.0	0.0010162601626016261
33238	pa-	0.0	0.001524390243902439
33239	pa+	0.0	0.0005081300813008131
33240	pa)	0.0	0.0
33241	pa(	0.0	0.0
33242	p_|	0.0	0.0
33243	p_z	0.0	0.0
33244	p_y	0.0	0.001524390243902439
33245	p_x	0.0	0.0020325203252032522
33246	p_w	0.0	0.0
33247	p_v	0.0	0.0005081300813008131
33248	p_u	0.0	0.003048780487804878
33249	p_t	0.0	0.007113821138211382
33250	p_s	0.0	0.008638211382113821
33251	p_q	0.0	0.0005081300813008131
33252	p_p	0.0	0.007113821138211382
33253	p_o	0.0	0.0020325203252032522
33254	p_n	0.0	0.005589430894308943
33255	p_m	0.0	0.006097560975609756
33256	p_l	0.0	0.0020325203252032522
33257	p_k	0.0	0.00508130081300813
33258	ph-	0.0	0.0010162601626016261
33259	ph/	0.0	0.0
33260	ph0	0.0	0.0005081300813008131
33261	pov	0.0	0.0
33262	pp1	0.0	0.0
33263	pp0	0.0	0.0
33264	pp/	0.0	0.0
33265	pp-	0.0	0.0
33266	pp+	0.0	0.0
33267	pp)	0.0	0.0
33268	pp#	0.0	0.0
33269	poz	0.0	0.0
33270	poy	0.0	0.0
33271	pox	0.0	0.007113821138211382
33272	pow	0.0	0.0
33273	pou	0.0	0.018800813008130083
33274	pp3	0.0	0.0
33275	pot	0.0	0.018292682926829267
33276	poq	0.0	0.0
33277	pop	0.0	0.011178861788617886
33278	pon	0.0	0.012195121951219513
33279	pom	0.0	0.002540650406504065
33280	pok	0.0	0.0005081300813008131
33281	poi	0.0	0.044715447154471545
33282	poh	0.0	0.0
33283	pog	0.0	0.0
33284	pof	0.0	0.001524390243902439
33285	poe	0.0	0.0
33286	pp2	0.0	0.0005081300813008131
33287	pp4	0.0	0.0
33288	ph1	0.0	0.0010162601626016261
33289	ppf	0.0	0.0005081300813008131
33290	ppu	0.0	0.0005081300813008131
33291	ppt	0.0	0.0
33292	pps	0.0	0.0010162601626016261
33293	ppr	0.0	0.0020325203252032522
33294	ppp	0.0	0.0
33295	ppo	0.0	0.0010162601626016261
33296	ppm	0.0	0.0
33297	ppk	0.0	0.0005081300813008131
33298	ppj	0.0	0.0005081300813008131
33299	ppi	0.0	0.001524390243902439
33300	pph	0.0	0.0005081300813008131
33301	ppe	0.0	0.002540650406504065
33302	pp5	0.0	0.0010162601626016261
33303	ppd	0.0	0.0010162601626016261
33304	ppc	0.0	0.0005081300813008131
33305	ppb	0.0	0.0
33306	ppa	0.0	0.0010162601626016261
33307	pp_	0.0	0.002540650406504065
33308	pp]	0.0	0.0
33309	pp:	0.0	0.0
33310	pp9	0.0	0.0
33311	pp8	0.0	0.0005081300813008131
33312	pp7	0.0	0.0
33313	pp6	0.0	0.0
33314	pod	0.0	0.001524390243902439
33315	poc	0.0	0.004573170731707317
33316	pob	0.0	0.0010162601626016261
33317	pnb	0.0	0.0
33318	pnm	0.0	0.0
33319	pnl	0.0	0.0
33320	pnk	0.0	0.0005081300813008131
33321	pnj	0.0	0.0
33322	pni	0.0	0.0
33323	pnh	0.0	0.0
33324	png	0.0	0.0005081300813008131
33325	pnf	0.0	0.0
33326	pne	0.0	0.0020325203252032522
33327	pnd	0.0	0.0005081300813008131
33328	pnc	0.0	0.0
33329	pna	0.0	0.0
33330	poa	0.0	0.0
33331	pn_	0.0	0.0020325203252032522
33332	pn:	0.0	0.0
33333	pn9	0.0	0.0
33334	pn7	0.0	0.0
33335	pn6	0.0	0.0
33336	pn5	0.0	0.0
33337	pn4	0.0	0.0
33338	pn3	0.0	0.0
33339	pn2	0.0	0.0005081300813008131
33340	pn1	0.0	0.0
33341	pn0	0.0	0.0005081300813008131
33342	pnn	0.0	0.0
33343	pno	0.0	0.0005081300813008131
33344	pnp	0.0	0.0
33345	pnr	0.0	0.0005081300813008131
33346	po_	0.0	0.0020325203252032522
33347	po;	0.0	0.0
33348	po:	0.0	0.0
33349	po8	0.0	0.0
33350	po7	0.0	0.0
33351	po6	0.0	0.0005081300813008131
33352	po5	0.0	0.0
33353	po4	0.0	0.0005081300813008131
33354	po3	0.0	0.0005081300813008131
33355	po2	0.0	0.0010162601626016261
33356	po1	0.0	0.0
33357	po0	0.0	0.0
33358	po/	0.0	0.0
33359	po-	0.0	0.0010162601626016261
33360	po+	0.0	0.0
33361	po)	0.0	0.0
33362	po(	0.0	0.0
33363	pnz	0.0	0.0
33364	pny	0.0	0.0010162601626016261
33365	pnx	0.0	0.0
33366	pnu	0.0	0.0005081300813008131
33367	pnt	0.0	0.0
33368	pns	0.0	0.0010162601626016261
33369	ppv	0.0	0.0005081300813008131
33370	ppw	0.0	0.0
33371	ppx	0.0	0.0005081300813008131
33372	ps2	0.0	0.001524390243902439
33373	psa	0.0	0.001524390243902439
33374	ps_	0.0	0.023373983739837397
33375	ps]	0.0	0.0
33376	ps:	0.0	0.0
33377	ps9	0.0	0.0005081300813008131
33378	ps8	0.0	0.0
33379	ps7	0.0	0.0
33380	ps6	0.0	0.0005081300813008131
33381	ps5	0.0	0.0
33382	ps4	0.0	0.0010162601626016261
33383	ps3	0.0	0.0005081300813008131
33384	ps1	0.0	0.00508130081300813
33385	prs	0.0	0.0005081300813008131
33386	ps0	0.0	0.0
33387	ps/	0.0	0.0
33388	ps-	0.0	0.006097560975609756
33389	ps+	0.0	0.0
33390	ps)	0.0	0.0005081300813008131
33391	ps(	0.0	0.0
33392	ps#	0.0	0.0005081300813008131
33393	pry	0.0	0.0
33394	prw	0.0	0.0
33395	prv	0.0	0.0005081300813008131
33396	pru	0.0	0.0005081300813008131
33397	psb	0.0	0.001524390243902439
33398	psc	0.0	0.056910569105691054
33399	psd	0.0	0.0010162601626016261
33400	psf	0.0	0.0010162601626016261
33401	pt+	0.0	0.0
33402	pt)	0.0	0.0005081300813008131
33403	pt(	0.0	0.0
33404	pt#	0.0	0.0
33405	psz	0.0	0.0
33406	psy	0.07692307692307693	0.014227642276422764
33407	psx	0.0	0.0
33408	psv	0.0	0.0
33409	psu	0.0	0.0010162601626016261
33410	pst	0.0	0.0010162601626016261
33411	pss	0.0	0.0005081300813008131
33412	psr	0.0	0.0010162601626016261
33413	psq	0.0	0.0
33414	psp	0.0	0.0
33415	pso	0.0	0.0040650406504065045
33416	psn	0.0	0.0005081300813008131
33417	psm	0.0	0.0010162601626016261
33418	psl	0.0	0.0005081300813008131
33419	psk	0.0	0.0
33420	psj	0.0	0.0
33421	psi	0.0	0.008130081300813009
33422	psh	0.0	0.0005081300813008131
33423	psg	0.0	0.0
33424	prt	0.0	0.0005081300813008131
33425	prr	0.0	0.0
33426	ppy	0.0	0.0
33427	pql	0.0	0.0
33428	pr-	0.0	0.001524390243902439
33429	pr+	0.0	0.0005081300813008131
33430	pr)	0.0	0.0
33431	pr(	0.0	0.0
33432	pr#	0.0	0.0
33433	pqv	0.0	0.0
33434	pqt	0.0	0.0
33435	pqs	0.0	0.0
33436	pqr	0.0	0.0
33437	pqp	0.0	0.0
33438	pqm	0.0	0.0
33439	pqg	0.0	0.0
33440	prp	0.0	0.0020325203252032522
33441	pqe	0.0	0.0
33442	pqc	0.0	0.0
33443	pq_	0.0	0.0
33444	pq9	0.0	0.0
