Fold	Prediction	Truth	Proj&Col
4	0.0	0	508890
4	0.03	0	283302
4	0.0	0	665259
4	0.05	0	930742
4	0.01	0	799944
4	0.01	0	808996
4	0.0	0	677925
4	0.07	0	476126
4	0.0	0	719386
4	0.0	0	700878
4	0.02	0	661341
4	0.0	0	826747
4	0.03	0	600202
4	0.01	0	579052
4	0.0	0	491641
4	0.0	0	631804
4	0.13	0	400576
4	0.01	0	547353
4	0.01	0	510388
4	0.01	0	448415
4	0.0	0	649268
4	0.0	0	558389
4	0.0	0	289651
4	0.01	0	278979
4	0.01	0	611705
4	0.0	0	644597
4	0.06	0	553346
4	0.01	0	592077
4	0.04	0	658150
4	0.0	0	694106
4	0.06	0	597315
4	0.0	0	418848
4	0.0	0	606047
4	0.0	0	854948
4	0.01	0	761097
4	0.03	0	284854
4	0.0	0	344796
4	0.0	0	484720
4	0.0	0	951479
4	0.0	0	761199
4	0.01	0	847197
4	0.01	0	797391
4	0.01	0	515481
4	0.08	0	729258
4	0.0	0	922756
4	0.03	0	400390
4	0.08	0	722180
4	0.0	0	703841
4	0.01	0	417460
4	0.01	0	795685
4	0.02	0	742343
4	0.01	0	558691
4	0.0	0	374893
4	0.03	0	557800
4	0.01	0	237513
4	0.09	0	647601
4	0.11	0	638272
4	0.0	0	783289
4	0.02	0	431361
4	0.01	0	884312
4	0.02	0	488269
4	0.03	0	296380
4	0.03	0	556616
4	0.04	0	872129
4	0.01	0	554098
4	0.0	0	341062
4	0.01	0	611945
4	0.01	0	673422
4	0.02	0	719841
4	0.0	0	713815
4	0.13	0	643420
4	0.03	0	759623
4	0.06	0	485683
4	0.04	0	272617
4	0.02	0	997332
4	0.02	0	763506
4	0.0	0	475769
4	0.01	0	580290
4	0.02	1	433178
4	0.0	0	517477
4	0.05	1	739746
4	0.01	0	419159
4	0.01	0	882770
4	0.12	1	263383
4	0.01	0	872477
4	0.0	0	791326
4	0.04	0	215253
4	0.0	0	748370
4	0.02	0	704829
4	0.03	0	79473
4	0.0	0	747250
4	0.0	0	278118
4	0.14	0	449541
4	0.01	0	783911
4	0.01	0	200629
4	0.0	0	944193
4	0.06	0	258216
4	0.01	0	290630
4	0.0	0	627454
4	0.01	0	757410
4	0.0	0	725124
4	0.0	0	493818
4	0.05	0	882405
4	0.01	0	777945
4	0.01	0	688224
4	0.0	0	980109
4	0.0	0	671739
4	0.0	0	543304
4	0.13	0	685117
4	0.01	0	674580
4	0.0	0	325833
4	0.07	0	551767
4	0.0	0	882061
4	0.01	0	638100
4	0.04	0	288649
4	0.0	0	718834
4	0.01	0	544069
4	0.01	0	606268
4	0.01	0	906527
4	0.01	0	531718
4	0.0	0	904813
4	0.01	0	698346
4	0.08	0	427547
4	0.0	0	369743
4	0.04	0	413568
4	0.0	0	379049
4	0.03	0	357017
4	0.01	0	663580
4	0.0	0	607812
4	0.01	0	299541
4	0.0	0	381932
4	0.0	0	380708
4	0.01	0	606471
4	0.0	0	311600
4	0.0	0	540246
4	0.0	0	855464
4	0.0	0	421151
4	0.01	0	673425
4	0.08	0	773941
4	0.0	0	833292
4	0.0	0	542674
4	0.0	0	821645
4	0.06	0	867682
4	0.06	1	682051
4	0.02	0	896321
4	0.01	0	693189
4	0.01	0	664584
4	0.01	0	756545
4	0.0	0	297064
4	0.0	0	222881
4	0.0	0	867186
4	0.0	0	902278
4	0.03	0	628088
4	0.04	0	579354
4	0.0	0	947606
4	0.0	0	278477
4	0.05	0	613040
4	0.05	0	477765
4	0.0	0	579894
4	0.07	0	397439
4	0.02	0	389131
4	0.01	0	625516
4	0.01	0	415055
4	0.0	0	738965
4	0.0	0	741505
4	0.05	0	892642
4	0.01	0	812499
4	0.08	0	436593
4	0.0	0	644321
4	0.06	0	893554
4	0.0	0	941939
4	0.02	0	473134
4	0.0	0	552310
4	0.06	0	641562
4	0.07	0	506840
4	0.0	0	739371
4	0.0	0	391169
4	0.0	0	383878
4	0.05	0	627349
4	0.01	0	1000794
4	0.07	0	673401
4	0.0	0	445648
4	0.01	0	958094
4	0.05	0	868573
4	0.04	0	577107
4	0.03	0	610890
4	0.09	0	675222
4	0.04	0	513314
4	0.01	0	612998
4	0.03	0	772289
4	0.04	0	339520
4	0.02	0	389756
4	0.02	0	799326
4	0.06	0	801235
4	0.0	0	615805
4	0.0	0	953402
4	0.03	0	79987
4	0.06	0	699011
4	0.0	0	811519
4	0.0	0	728702
4	0.0	0	529973
4	0.0	0	753798
4	0.0	0	477332
4	0.0	0	555187
4	0.01	0	705179
4	0.01	0	393075
4	0.06	0	837084
4	0.05	0	505335
4	0.03	0	807725
4	0.0	0	736404
4	0.0	0	639791
4	0.0	0	528760
4	0.07	0	1001138
4	0.0	0	529360
4	0.01	0	594408
4	0.01	0	776288
4	0.01	0	531933
4	0.07	0	515484
4	0.03	0	514717
4	0.02	0	793032
4	0.0	0	694655
4	0.01	0	510086
4	0.0	0	345193
4	0.05	0	758030
4	0.01	0	966236
4	0.01	0	818877
4	0.0	0	940739
4	0.0	0	762058
4	0.02	0	788771
4	0.0	0	874313
4	0.0	0	941807
4	0.02	0	554873
4	0.01	0	526399
4	0.0	0	681609
4	0.01	0	347537
4	0.01	0	417760
4	0.0	0	639102
4	0.01	0	789689
4	0.0	0	856285
4	0.0	0	945459
4	0.01	0	818165
4	0.01	0	508797
4	0.0	0	597782
4	0.0	0	573100
4	0.07	0	434278
4	0.02	0	357824
4	0.0	0	445458
4	0.05	1	738529
4	0.0	0	894231
4	0.0	0	667921
4	0.06	0	811504
4	0.03	0	547829
4	0.04	0	648920
4	0.02	0	672215
4	0.0	0	523258
4	0.01	0	637494
4	0.0	0	350311
4	0.0	0	494224
4	0.0	0	268059
4	0.02	0	767404
4	0.0	0	609160
4	0.0	0	335626
4	0.0	0	748071
4	0.0	0	763155
4	0.02	0	396733
4	0.0	0	294267
4	0.0	0	788907
4	0.0	0	292831
4	0.01	0	779992
4	0.01	0	889853
4	0.0	0	510428
4	0.02	0	635087
4	0.0	0	544727
4	0.05	0	954381
4	0.0	0	726978
4	0.03	0	450648
4	0.0	0	491863
4	0.0	0	268220
4	0.01	0	682965
4	0.03	0	841680
4	0.0	0	635098
4	0.01	0	450542
4	0.0	0	524002
4	0.0	0	580366
4	0.04	0	454882
4	0.05	0	540838
4	0.0	0	553247
4	0.0	0	393295
4	0.04	0	558960
4	0.0	0	987987
4	0.0	0	611060
4	0.03	0	217869
4	0.05	0	489887
4	0.0	0	625651
4	0.01	0	624858
4	0.0	0	695530
4	0.01	0	579890
4	0.0	0	807295
4	0.09	1	945247
4	0.01	0	682752
4	0.03	0	768489
4	0.09	0	318359
4	0.0	0	280992
4	0.0	0	663401
4	0.0	0	757714
4	0.01	0	558783
4	0.0	0	659770
4	0.0	0	284109
4	0.0	0	977701
4	0.0	0	613026
4	0.02	0	400356
4	0.0	0	909243
4	0.01	0	527023
4	0.03	0	816715
4	0.0	0	245078
4	0.0	0	658127
4	0.04	0	814541
4	0.0	0	777916
4	0.0	0	517656
4	0.0	0	556857
4	0.01	0	623630
4	0.01	0	872157
4	0.01	0	646953
4	0.01	0	578349
4	0.0	0	279357
4	0.02	0	741216
4	0.02	0	342480
4	0.0	0	831835
4	0.01	0	563836
4	0.0	0	939113
4	0.16	0	750912
4	0.01	0	218112
4	0.05	0	204878
4	0.02	0	499119
5	0.02	0	765711
5	0.0	0	895458
5	0.01	0	351887
5	0.02	0	310000
5	0.0	0	682210
5	0.02	0	431312
5	0.0	0	489695
5	0.01	0	209081
5	0.05	0	576876
5	0.0	0	454016
5	0.0	0	681319
5	0.02	0	844275
5	0.0	0	555212
5	0.0	0	656295
5	0.01	0	742064
5	0.03	0	606034
5	0.06	0	338656
5	0.1	0	769450
5	0.0	0	951993
5	0.11	0	558331
5	0.08	0	685808
5	0.01	1	666399
5	0.02	0	790992
5	0.04	1	430130
5	0.01	0	681243
5	0.0	0	990557
5	0.02	0	707599
5	0.05	0	647205
5	0.07	0	687244
5	0.04	0	312220
5	0.0	0	856637
5	0.01	0	605446
5	0.0	0	505535
5	0.0	0	528659
5	0.02	0	919922
5	0.02	0	605838
5	0.0	0	763588
5	0.0	0	566450
5	0.02	0	771536
5	0.0	0	321307
5	0.01	0	952891
5	0.0	0	970742
5	0.01	0	545090
5	0.0	0	320423
5	0.0	0	529661
5	0.17	0	662225
5	0.0	0	350532
5	0.0	0	911287
5	0.03	0	748962
5	0.09	0	510707
5	0.0	0	327493
5	0.0	0	751582
5	0.0	0	912646
5	0.0	0	408232
5	0.0	0	602876
5	0.0	0	648415
5	0.01	0	741497
5	0.0	0	330691
5	0.0	0	523786
5	0.01	0	208728
5	0.0	0	917037
5	0.0	0	844998
5	0.0	0	807715
5	0.03	0	277698
5	0.0	0	320107
5	0.0	0	394226
5	0.04	0	688156
5	0.0	0	339595
5	0.0	0	864758
5	0.01	0	849910
5	0.0	0	628655
5	0.1	0	261015
5	0.0	0	522973
5	0.0	0	543863
5	0.12	0	79553
5	0.0	0	777788
5	0.0	0	687239
5	0.02	0	756941
5	0.0	0	783314
5	0.0	0	550993
5	0.05	0	516645
5	0.0	0	291484
5	0.0	0	780002
5	0.0	0	892959
5	0.02	0	679818
5	0.0	0	718187
5	0.0	0	737508
5	0.0	0	954340
5	0.01	0	304982
5	0.01	0	516691
5	0.0	0	312116
5	0.02	0	421491
5	0.0	0	719364
5	0.01	0	863308
5	0.02	0	674361
5	0.0	0	416797
5	0.0	0	601314
5	0.01	0	867728
5	0.0	0	785485
5	0.01	0	326603
5	0.0	0	686284
5	0.0	0	903880
5	0.01	0	673165
5	0.05	0	235331
5	0.0	0	313216
5	0.0	0	662323
5	0.0	0	578927
5	0.02	1	381054
5	0.04	0	323923
5	0.0	0	773125
5	0.0	0	919056
5	0.1	0	327871
5	0.05	0	810353
5	0.0	0	615032
5	0.02	0	510403
5	0.04	0	877455
5	0.0	0	402056
5	0.0	0	760307
5	0.02	0	476320
5	0.01	0	625089
5	0.01	0	542934
5	0.0	0	693399
5	0.0	0	421898
5	0.02	0	632914
5	0.0	0	484873
5	0.0	0	811541
5	0.0	0	454907
5	0.01	0	578860
5	0.01	0	664397
5	0.01	0	574150
5	0.0	0	914301
5	0.01	0	1006058
5	0.01	0	731486
5	0.0	0	588283
5	0.01	0	744755
5	0.0	0	533638
5	0.01	0	862122
5	0.0	0	718524
5	0.02	0	782988
5	0.02	0	761336
5	0.0	0	714639
5	0.15	0	551470
5	0.0	0	282049
5	0.05	0	552270
5	0.02	0	658541
5	0.03	0	481891
5	0.01	0	647356
5	0.0	0	587105
5	0.03	0	607654
5	0.03	0	390639
5	0.0	0	701488
5	0.01	0	629373
5	0.0	0	694646
5	0.0	0	751385
5	0.1	0	942129
5	0.05	0	555483
5	0.0	0	273294
5	0.03	0	750812
5	0.0	0	658804
5	0.0	0	884116
5	0.0	0	321048
5	0.0	0	541846
5	0.0	0	989088
5	0.0	0	563562
5	0.03	0	487456
5	0.0	0	637599
5	0.02	0	831839
5	0.0	0	997364
5	0.02	0	532417
5	0.01	0	855866
5	0.04	0	660628
5	0.03	0	274249
5	0.0	0	563652
5	0.0	0	421274
5	0.04	0	556609
5	0.02	0	471680
5	0.01	0	360815
5	0.0	0	741484
5	0.2	0	506428
5	0.0	0	342608
5	0.0	0	275262
5	0.01	0	694942
5	0.02	0	307589
5	0.0	0	733489
5	0.0	0	762980
5	0.01	0	714933
5	0.0	1	478226
5	0.0	0	521963
5	0.09	0	510949
5	0.04	0	922046
5	0.0	0	892650
5	0.0	0	631753
5	0.0	0	615358
5	0.01	0	942280
5	0.07	0	516704
5	0.09	0	929897
5	0.08	0	592199
5	0.0	0	298852
5	0.0	0	812678
5	0.0	0	374790
5	0.11	0	493229
5	0.01	0	986903
5	0.0	0	474111
5	0.0	0	276078
5	0.0	0	420030
5	0.0	0	853299
5	0.02	0	400164
5	0.01	0	470821
5	0.01	0	541848
5	0.0	0	395929
5	0.0	0	269043
5	0.0	0	510924
5	0.0	0	560964
5	0.04	0	272556
5	0.0	0	779418
5	0.0	0	292016
5	0.0	0	534479
5	0.01	0	248289
5	0.11	0	786567
5	0.11	0	726554
5	0.0	0	248302
5	0.07	0	827783
5	0.12	0	615697
5	0.02	0	510802
5	0.0	0	475594
5	0.04	0	839247
5	0.0	0	397593
5	0.0	0	993227
5	0.0	0	728925
5	0.01	0	597049
5	0.0	0	634842
5	0.0	0	543771
5	0.05	0	319506
5	0.0	0	614539
5	0.0	0	807588
5	0.0	0	590965
5	0.02	0	430260
5	0.01	0	868949
5	0.0	0	930193
5	0.12	0	561847
5	0.01	0	272794
5	0.14	0	504827
5	0.0	0	665639
5	0.0	0	557503
5	0.0	0	529591
5	0.01	0	256179
5	0.04	0	495356
5	0.0	0	748427
5	0.01	0	769428
5	0.0	0	295437
5	0.01	0	434013
5	0.02	0	529684
5	0.01	0	554881
5	0.0	0	392445
5	0.01	0	608689
5	0.0	0	825748
5	0.05	0	657551
5	0.01	0	520804
5	0.01	0	559368
5	0.03	0	688700
5	0.0	0	521831
5	0.16	1	716264
5	0.0	0	414457
5	0.0	0	707022
5	0.01	0	479765
5	0.02	0	596758
5	0.0	0	768466
5	0.0	0	590151
5	0.0	0	719133
5	0.0	0	949185
5	0.0	0	291509
5	0.0	0	593950
5	0.0	0	490386
5	0.0	0	875679
5	0.04	0	728867
5	0.01	0	540266
5	0.0	0	591798
5	0.02	0	640394
5	0.03	0	750396
5	0.01	0	631993
5	0.0	0	599161
5	0.0	0	839074
5	0.01	0	602808
5	0.0	0	923343
5	0.0	0	549449
5	0.0	0	641789
5	0.07	0	448419
5	0.0	0	884761
5	0.06	0	658001
5	0.01	0	510581
5	0.01	0	269376
5	0.0	0	668613
5	0.0	0	280838
5	0.01	0	815334
5	0.04	0	795485
5	0.07	0	736235
5	0.02	0	309411
5	0.0	0	413830
5	0.0	0	870508
5	0.02	0	803470
5	0.03	0	763562
5	0.11	0	634074
5	0.02	0	318802
5	0.0	0	891688
5	0.02	0	577035
5	0.0	0	683222
5	0.0	0	227025
5	0.0	0	575792
5	0.0	0	713808
5	0.01	0	869449
5	0.0	0	590976
5	0.0	0	566145
5	0.02	0	889504
5	0.06	0	809691
5	0.0	0	213025
5	0.02	0	316676
5	0.02	0	950464
5	0.01	0	766450
5	0.0	0	491747
5	0.0	0	816185
5	0.18	0	898307
5	0.01	0	914841
5	0.01	0	637950
5	0.05	0	788086
5	0.0	0	287924
5	0.0	0	670451
5	0.0	0	383814
5	0.03	0	794056
5	0.03	0	350803
5	0.01	0	699452
5	0.02	0	521694
5	0.01	0	892020
5	0.0	0	284330
5	0.0	0	694908
5	0.0	0	171944
5	0.01	0	774974
5	0.0	0	387730
5	0.0	0	955033
5	0.0	0	925560
5	0.0	0	844055
5	0.0	0	491776
5	0.0	0	573674
5	0.0	0	798018
5	0.06	0	244234
5	0.01	0	771080
5	0.0	0	591149
5	0.0	0	510653
5	0.01	0	533777
5	0.05	0	924024
5	0.0	0	795499
5	0.01	0	485782
5	0.0	0	770077
5	0.0	0	295316
5	0.0	0	632858
5	0.04	0	756232
5	0.01	0	338786
5	0.0	0	967671
5	0.02	0	913180
5	0.03	0	700579
5	0.01	0	286656
5	0.01	0	634557
5	0.0	0	773942
5	0.02	0	797951
5	0.0	0	573937
5	0.0	0	716321
5	0.0	0	603320
5	0.0	0	720011
5	0.0	0	561329
5	0.01	0	240673
5	0.0	0	512375
5	0.0	0	685419
5	0.01	0	880887
5	0.0	0	277965
5	0.01	0	259163
5	0.01	0	561333
5	0.0	0	289197
5	0.0	0	922755
5	0.0	0	882062
5	0.01	0	988124
5	0.0	0	940796
5	0.0	0	739457
5	0.0	0	741818
5	0.0	0	633810
5	0.14	0	854379
5	0.01	0	772258
5	0.0	0	874946
5	0.01	0	295203
5	0.0	0	298642
5	0.0	0	432654
5	0.0	0	316923
5	0.04	0	430902
5	0.0	0	436558
5	0.1	0	737360
5	0.01	0	886051
5	0.0	0	503899
5	0.01	0	748366
5	0.0	0	954002
5	0.0	0	339987
5	0.01	0	680747
