Importance	Ngram	Frequency in race Columns	Frequency in Nonrace Columns
1	uca	0.45652173913043476	0.0010277492291880781
2	thn	0.45652173913043476	0.0
3	fri	0.2826086956521739	0.0010277492291880781
4	hni	0.45652173913043476	0.0035971223021582736
5	auc	0.45652173913043476	0.0
6	eth	0.4782608695652174	0.01695786228160329
7	asi	0.6086956521739131	0.017471736896197326
8	cau	0.4782608695652174	0.001541623843782117
9	ity	0.45652173913043476	0.019527235354573486
10	ian	0.5869565217391305	0.017471736896197326
11	rac	0.5434782608695652	0.02723535457348407
12	sia	0.5869565217391305	0.009249743062692703
13	afr	0.2826086956521739	0.0010277492291880781
14	cit	0.45652173913043476	0.011819116135662899
15	ace	0.5	0.03134635149023638
16	ici	0.45652173913043476	0.014388489208633094
17	ba_	0.06521739130434782	0.0020554984583761563
18	hx_	0.043478260869565216	0.0
19	nic	0.5217391304347826	0.06372045220966084
20	cas	0.4782608695652174	0.02158273381294964
21	an_	0.782608695652174	0.24306269270298048
22	ty_	0.4782608695652174	0.03494347379239465
23	mer	0.2826086956521739	0.017985611510791366
24	ric	0.30434782608695654	0.03905447070914697
25	stm	0.10869565217391304	0.0005138746145940391
26	yea	0.17391304347826086	0.014902363823227132
27	vad	0.06521739130434782	0.0
28	ex_	0.6521739130434783	0.12949640287769784
29	m12	0.08695652173913043	0.008735868448098663
30	wnp	0.021739130434782608	0.0
31	af6	0.021739130434782608	0.0005138746145940391
32	8/g	0.021739130434782608	0.0
33	hit	0.21739130434782608	0.0041109969167523125
34	eye	0.021739130434782608	0.0010277492291880781
35	78/	0.021739130434782608	0.0
36	pio	0.021739130434782608	0.0
37	opu	0.08695652173913043	0.008221993833504625
38	bc_	0.10869565217391304	0.005652620760534429
39	rhy	0.043478260869565216	0.0005138746145940391
40	hm_	0.043478260869565216	0.0
41	nse	0.08695652173913043	0.012846865364850977
42	nna	0.06521739130434782	0.0005138746145940391
43	73_	0.21739130434782608	0.04881808838643371
44	ood	0.2391304347826087	0.08787255909558069
45	dis	0.391304347826087	0.1079136690647482
46	m_a	0.06521739130434782	0.01593011305241521
47	ale	0.6304347826086957	0.11510791366906475
48	lat	0.32608695652173914	0.09969167523124357
49	hoe	0.021739130434782608	0.0005138746145940391
50	ii)	0.043478260869565216	0.0010277492291880781
51	aki	0.06521739130434782	0.0005138746145940391
52	ipt	0.13043478260869565	0.022096608427543678
53	blo	0.2391304347826087	0.08530318602261049
54	5no	0.021739130434782608	0.0005138746145940391
55	tof	0.021739130434782608	0.0005138746145940391
56	ars	0.17391304347826086	0.023638232271325797
57	nda	0.08695652173913043	0.0046248715313463515
58	49_	0.34782608695652173	0.08221993833504625
59	t_a	0.08695652173913043	0.02723535457348407
60	08n	0.021739130434782608	0.0
61	es_	0.34782608695652173	0.16392600205549845
62	oke	0.06521739130434782	0.013874614594039054
63	s_o	0.17391304347826086	0.030832476875642344
64	dag	0.021739130434782608	0.0
65	c-n	0.021739130434782608	0.0010277492291880781
66	rq4	0.021739130434782608	0.0
67	(pf	0.021739130434782608	0.0
68	ino	0.06521739130434782	0.09712230215827339
69	iv_	0.10869565217391304	0.010277492291880781
70	ent	0.6304347826086957	0.48047276464542654
71	m22	0.021739130434782608	0.0025693730729701952
72	39_	0.2391304347826087	0.06731757451181912
73	yor	0.021739130434782608	0.0
74	hab	0.06521739130434782	0.0051387461459403904
75	sex	0.6304347826086957	0.10842754367934224
76	ymp	0.15217391304347827	0.03442959917780062
77	93l	0.021739130434782608	0.0
78	31_	0.2391304347826087	0.10020554984583761
79	464	0.06521739130434782	0.006680369989722507
80	jap	0.06521739130434782	0.0010277492291880781
81	sud	0.043478260869565216	0.0010277492291880781
82	ch4	0.043478260869565216	0.001541623843782117
83	(ff	0.021739130434782608	0.0005138746145940391
84	rim	0.17391304347826086	0.07810894141829394
85	sc_	0.1956521739130435	0.05960945529290853
86	(le	0.021739130434782608	0.0010277492291880781
87	adb	0.043478260869565216	0.0010277492291880781
88	83-	0.043478260869565216	0.001541623843782117
89	a3a	0.021739130434782608	0.0
90	-1m	0.021739130434782608	0.0
91	/12	0.021739130434782608	0.0005138746145940391
92	rli	0.06521739130434782	0.0005138746145940391
93	of_	0.10869565217391304	0.07348406988694758
94	fem	0.5217391304347826	0.08478931140801645
