Importance	Ngram	Frequency in sex Columns	Frequency in Nonsex Columns
3665	68b	0.004032258064516129	0.0
3666	x_4	0.0	0.0034344590726960505
3667	48)	0.0	0.0011448196908986834
3668	248	0.03225806451612903	0.012020606754436176
3669	cpa	0.008064516129032258	0.0011448196908986834
3670	mun	0.004032258064516129	0.007441327990841442
3671	+_c	0.008064516129032258	0.022323983972524327
3672	mpc	0.0	0.0005724098454493417
3673	-ch	0.012096774193548387	0.008013737836290785
3674	050	0.06048387096774194	0.012020606754436176
3675	489	0.028225806451612902	0.007441327990841442
3676	cap	0.012096774193548387	0.01659988551803091
3677	a_r	0.016129032258064516	0.03262736119061248
3678	(p3	0.004032258064516129	0.0005724098454493417
3679	ncy	0.016129032258064516	0.0034344590726960505
3680	at3	0.0	0.0045792787635947334
3681	smi	0.016129032258064516	0.01030337721808815
3682	953	0.020161290322580645	0.0045792787635947334
3683	w_u	0.0	0.0011448196908986834
3684	tb-	0.008064516129032258	0.0017172295363480253
3685	hr_	0.016129032258064516	0.022323983972524327
3686	ier	0.012096774193548387	0.004006868918145392
3687	eim	0.008064516129032258	0.0005724098454493417
3688	o_7	0.0	0.0045792787635947334
3689	m18	0.012096774193548387	0.0017172295363480253
3690	l18	0.012096774193548387	0.0045792787635947334
3691	bs_	0.008064516129032258	0.008586147681740127
3692	u17	0.008064516129032258	0.0
3693	51)	0.008064516129032258	0.0
3694	-56	0.012096774193548387	0.004006868918145392
3695	-ly	0.008064516129032258	0.005151688609044075
3696	n24	0.004032258064516129	0.0017172295363480253
3697	-06	0.024193548387096774	0.006296508299942759
3698	7_l	0.024193548387096774	0.011448196908986834
3699	ivm	0.004032258064516129	0.0005724098454493417
3700	or1	0.012096774193548387	0.009158557527189467
3701	nng	0.0	0.0011448196908986834
3702	t_0	0.004032258064516129	0.0034344590726960505
3703	q_c	0.004032258064516129	0.004006868918145392
3704	9a3	0.004032258064516129	0.0005724098454493417
3705	647	0.016129032258064516	0.006868918145392101
3706	oso	0.028225806451612902	0.015455065827132226
3707	sid	0.0	0.01030337721808815
3708	hro	0.024193548387096774	0.02289639381797367
3709	vit	0.020161290322580645	0.014310246136233544
3710	5_u	0.008064516129032258	0.008013737836290785
3711	397	0.020161290322580645	0.007441327990841442
3712	e_r	0.04032258064516129	0.03949627933600458
3713	es1	0.012096774193548387	0.0028620492272467086
3714	213	0.04032258064516129	0.013737836290784202
3715	52o	0.004032258064516129	0.0
3716	rde	0.016129032258064516	0.0034344590726960505
3717	hob	0.020161290322580645	0.010875787063537493
3718	(ag	0.0	0.0005724098454493417
3719	0da	0.004032258064516129	0.0
3720	em_	0.0846774193548387	0.061820263308528904
3721	3t3	0.008064516129032258	0.005724098454493417
3722	6_x	0.0	0.0011448196908986834
3723	abe	0.036290322580645164	0.010875787063537493
3724	eav	0.004032258064516129	0.0011448196908986834
3725	mmu	0.004032258064516129	0.008013737836290785
3726	7°c	0.0	0.0005724098454493417
3727	efi	0.0	0.008586147681740127
3728	yor	0.004032258064516129	0.0
3729	8-1	0.024193548387096774	0.01602747567258157
3730	9_r	0.012096774193548387	0.014310246136233544
3731	n22	0.012096774193548387	0.0028620492272467086
3732	eng	0.016129032258064516	0.005724098454493417
3733	fig	0.004032258064516129	0.0005724098454493417
3734	-so	0.004032258064516129	0.0028620492272467086
3735	ca1	0.0	0.005151688609044075
3736	t_w	0.016129032258064516	0.009158557527189467
3737	1d8	0.0	0.0022896393817973667
3738	d3)	0.004032258064516129	0.0005724098454493417
3739	0_(	0.008064516129032258	0.008013737836290785
3740	a_w	0.012096774193548387	0.009730967372638809
3741	pen	0.028225806451612902	0.0045792787635947334
3742	296	0.04032258064516129	0.012020606754436176
3743	ol9	0.004032258064516129	0.0005724098454493417
3744	yf2	0.0	0.0017172295363480253
3745	npu	0.008064516129032258	0.009158557527189467
3746	g7b	0.004032258064516129	0.0
3747	sw1	0.008064516129032258	0.0017172295363480253
3748	(hm	0.0	0.0005724098454493417
3749	k-r	0.0	0.0022896393817973667
3750	090	0.05241935483870968	0.009158557527189467
3751	6_i	0.008064516129032258	0.006296508299942759
3752	nv_	0.008064516129032258	0.0034344590726960505
3753	thi	0.012096774193548387	0.004006868918145392
3754	45_	0.16129032258064516	0.06410990269032628
3755	pc3	0.008064516129032258	0.008586147681740127
3756	/5/	0.004032258064516129	0.0
3757	w_p	0.012096774193548387	0.0011448196908986834
3758	9_n	0.012096774193548387	0.012593016599885518
3759	3_f	0.012096774193548387	0.007441327990841442
3760	584	0.008064516129032258	0.005151688609044075
3761	mic	0.07258064516129033	0.05151688609044076
3762	nj-	0.0	0.0005724098454493417
3763	urf	0.0	0.0022896393817973667
3764	72-	0.008064516129032258	0.0028620492272467086
3765	arl	0.020161290322580645	0.007441327990841442
3766	ngm	0.004032258064516129	0.0005724098454493417
3767	ett	0.012096774193548387	0.005724098454493417
3768	bor	0.024193548387096774	0.005724098454493417
3769	/st	0.004032258064516129	0.0
3770	nus	0.008064516129032258	0.007441327990841442
3771	lc_	0.016129032258064516	0.008013737836290785
3772	elz	0.004032258064516129	0.0
3773	re2	0.008064516129032258	0.0017172295363480253
3774	ck_	0.05241935483870968	0.04178591871780195
3775	-ta	0.004032258064516129	0.01316542644533486
3776	uc_	0.004032258064516129	0.006868918145392101
3777	0r-	0.004032258064516129	0.0005724098454493417
3778	pad	0.0	0.0017172295363480253
3779	997	0.016129032258064516	0.0045792787635947334
3780	lio	0.03225806451612903	0.02003434459072696
3781	o_v	0.008064516129032258	0.004006868918145392
3782	bje	0.07661290322580645	0.02346880366342301
3783	676	0.012096774193548387	0.006296508299942759
3784	w-_	0.0	0.0005724098454493417
3785	hex	0.004032258064516129	0.0017172295363480253
3786	hep	0.04435483870967742	0.040641099026903264
3787	sk4	0.004032258064516129	0.0011448196908986834
3788	0-m	0.004032258064516129	0.0
3789	rke	0.004032258064516129	0.006296508299942759
3790	6h)	0.004032258064516129	0.0
3791	314	0.056451612903225805	0.01030337721808815
3792	6-h	0.0	0.0028620492272467086
3793	ta1	0.0	0.0028620492272467086
3794	-dd	0.0	0.0034344590726960505
3795	340	0.06451612903225806	0.01030337721808815
3796	s95	0.012096774193548387	0.0028620492272467086
3797	0_b	0.028225806451612902	0.009158557527189467
3798	ep5	0.0	0.009730967372638809
3799	929	0.024193548387096774	0.004006868918145392
3800	rno	0.0	0.0005724098454493417
3801	dur	0.012096774193548387	0.005724098454493417
3802	gle	0.016129032258064516	0.018889524899828276
3803	749	0.012096774193548387	0.0034344590726960505
3804	uk2	0.0	0.0005724098454493417
3805	12w	0.0	0.0005724098454493417
3806	t16	0.012096774193548387	0.008586147681740127
3807	mac	0.03225806451612903	0.02346880366342301
3808	aav	0.004032258064516129	0.0017172295363480253
3809	miv	0.004032258064516129	0.0
3810	1)_	0.036290322580645164	0.018889524899828276
3811	pox	0.004032258064516129	0.007441327990841442
3812	7_r	0.020161290322580645	0.015455065827132226
3813	32)	0.004032258064516129	0.0011448196908986834
3814	(pr	0.0	0.006296508299942759
3815	fur	0.0	0.0017172295363480253
3816	nsp	0.012096774193548387	0.007441327990841442
3817	atf	0.0	0.006296508299942759
3818	8_y	0.016129032258064516	0.0017172295363480253
3819	nac	0.016129032258064516	0.0028620492272467086
3820	t6m	0.0	0.0005724098454493417
3821	kpt	0.0	0.0005724098454493417
3822	sle	0.012096774193548387	0.009730967372638809
3823	b+t	0.0	0.0005724098454493417
3824	lbu	0.0	0.0005724098454493417
3825	et1	0.004032258064516129	0.004006868918145392
3826	p09	0.004032258064516129	0.0028620492272467086
3827	13h	0.0	0.0011448196908986834
3828	pon	0.028225806451612902	0.009730967372638809
3829	so/	0.004032258064516129	0.0005724098454493417
3830	7bl	0.016129032258064516	0.008013737836290785
3831	r_6	0.028225806451612902	0.012593016599885518
3832	1fa	0.004032258064516129	0.0
3833	a_2	0.016129032258064516	0.02919290211791643
3834	ons	0.06854838709677419	0.03720663995420721
3835	t30	0.004032258064516129	0.0034344590726960505
3836	227	0.036290322580645164	0.010875787063537493
3837	7-c	0.012096774193548387	0.005724098454493417
3838	16-	0.036290322580645164	0.018317115054378934
3839	8_l	0.028225806451612902	0.009730967372638809
3840	na-	0.056451612903225805	0.07040641099026904
3841	2bw	0.0	0.0005724098454493417
3842	ori	0.036290322580645164	0.021751574127074985
3843	c11	0.036290322580645164	0.015455065827132226
3844	s3_	0.04032258064516129	0.028620492272467088
3845	487	0.020161290322580645	0.006868918145392101
3846	8_h	0.024193548387096774	0.025186033199771037
3847	ulm	0.004032258064516129	0.004006868918145392
3848	oft	0.008064516129032258	0.0045792787635947334
3849	bmm	0.0	0.0017172295363480253
3850	pbe	0.0	0.0005724098454493417
3851	r2_	0.028225806451612902	0.03377218088151116
3852	3dc	0.004032258064516129	0.0
3853	ac_	0.04032258064516129	0.021179164281625643
3854	se1	0.016129032258064516	0.0045792787635947334
3855	1-o	0.0	0.005724098454493417
3856	335	0.036290322580645164	0.010875787063537493
3857	m20	0.004032258064516129	0.0017172295363480253
3858	394	0.024193548387096774	0.006296508299942759
3859	01)	0.008064516129032258	0.0005724098454493417
3860	f05	0.008064516129032258	0.004006868918145392
3861	456	0.016129032258064516	0.006868918145392101
3862	y_a	0.016129032258064516	0.011448196908986834
3863	537	0.016129032258064516	0.006296508299942759
3864	umi	0.016129032258064516	0.005151688609044075
3865	cdf	0.004032258064516129	0.0
3866	t86	0.0	0.0005724098454493417
3867	209	0.04032258064516129	0.010875787063537493
3868	3]_	0.020161290322580645	0.02003434459072696
3869	s24	0.020161290322580645	0.01316542644533486
3870	m_2	0.012096774193548387	0.014310246136233544
3871	534	0.024193548387096774	0.004006868918145392
3872	45)	0.004032258064516129	0.0011448196908986834
3873	8_d	0.016129032258064516	0.014882655981682884
3874	g_e	0.016129032258064516	0.011448196908986834
3875	es4	0.004032258064516129	0.0022896393817973667
3876	m_8	0.008064516129032258	0.0022896393817973667
3877	eol	0.008064516129032258	0.008586147681740127
3878	d80	0.0	0.0028620492272467086
3879	564	0.016129032258064516	0.0034344590726960505
3880	0_d	0.008064516129032258	0.015455065827132226
3881	77a	0.0	0.0005724098454493417
3882	683	0.020161290322580645	0.007441327990841442
3883	c2-	0.004032258064516129	0.004006868918145392
3884	14b	0.008064516129032258	0.0028620492272467086
3885	5_s	0.03225806451612903	0.024613623354321695
3886	/10	0.008064516129032258	0.0
3887	nt4	0.0	0.0034344590726960505
3888	lew	0.004032258064516129	0.0
3889	phr	0.008064516129032258	0.004006868918145392
3890	sdc	0.020161290322580645	0.008013737836290785
3891	-26	0.036290322580645164	0.005151688609044075
3892	1-5	0.016129032258064516	0.005724098454493417
3893	ibi	0.016129032258064516	0.012593016599885518
3894	dot	0.008064516129032258	0.029765311963365768
3895	g9a	0.004032258064516129	0.0005724098454493417
3896	d4-	0.004032258064516129	0.0028620492272467086
3897	p19	0.008064516129032258	0.006868918145392101
3898	e_(	0.016129032258064516	0.03319977103606182
3899	-60	0.016129032258064516	0.0045792787635947334
3900	a07	0.020161290322580645	0.0045792787635947334
3901	le7	0.0	0.004006868918145392
3902	6_1	0.024193548387096774	0.010875787063537493
3903	li1	0.008064516129032258	0.0028620492272467086
3904	ryo	0.03225806451612903	0.04235832856325129
3905	i38	0.004032258064516129	0.0011448196908986834
3906	7n7	0.0	0.0005724098454493417
3907	+_l	0.008064516129032258	0.0034344590726960505
3908	430	0.016129032258064516	0.009730967372638809
3909	d_8	0.004032258064516129	0.004006868918145392
3910	11f	0.0	0.0022896393817973667
3911	033	0.04838709677419355	0.014882655981682884
3912	xen	0.004032258064516129	0.01316542644533486
3913	1b_	0.020161290322580645	0.009730967372638809
3914	orr	0.012096774193548387	0.0017172295363480253
3915	86]	0.008064516129032258	0.0028620492272467086
3916	u40	0.004032258064516129	0.0011448196908986834
3917	-07	0.024193548387096774	0.007441327990841442
3918	iv_	0.036290322580645164	0.009158557527189467
3919	ycy	0.0	0.01659988551803091
3920	697	0.016129032258064516	0.006296508299942759
3921	ss1	0.004032258064516129	0.0011448196908986834
3922	s-2	0.008064516129032258	0.012020606754436176
3923	opi	0.008064516129032258	0.005724098454493417
3924	t_f	0.04032258064516129	0.012020606754436176
3925	24-	0.012096774193548387	0.009158557527189467
3926	-67	0.012096774193548387	0.0022896393817973667
3927	1_u	0.016129032258064516	0.01602747567258157
3928	hal	0.016129032258064516	0.008586147681740127
3929	ym_	0.0	0.0011448196908986834
3930	pa3	0.0	0.0005724098454493417
3931	535	0.012096774193548387	0.008586147681740127
3932	751	0.020161290322580645	0.008013737836290785
3933	1_0	0.008064516129032258	0.006296508299942759
3934	15-	0.028225806451612902	0.01602747567258157
3935	098	0.036290322580645164	0.008013737836290785
3936	a_1	0.016129032258064516	0.024041213508872353
3937	dca	0.0	0.005151688609044075
3938	o_8	0.0	0.0045792787635947334
3939	bl-	0.004032258064516129	0.0005724098454493417
3940	t2i	0.0	0.0011448196908986834
3941	h9]	0.0	0.0005724098454493417
3942	9_e	0.024193548387096774	0.012020606754436176
3943	310	0.04435483870967742	0.012020606754436176
3944	atr	0.024193548387096774	0.013737836290784202
3945	tr4	0.004032258064516129	0.0005724098454493417
3946	trl	0.028225806451612902	0.05094447624499141
3947	1c4	0.0	0.0011448196908986834
3948	nju	0.008064516129032258	0.005151688609044075
3949	phy	0.004032258064516129	0.0028620492272467086
3950	392	0.016129032258064516	0.008586147681740127
3951	riz	0.012096774193548387	0.005151688609044075
3952	lut	0.008064516129032258	0.006296508299942759
3953	h_a	0.016129032258064516	0.01659988551803091
3954	n_b	0.04435483870967742	0.028048082427017746
3955	2-0	0.012096774193548387	0.005151688609044075
3956	290	0.04435483870967742	0.012020606754436176
3957	r2+	0.0	0.0011448196908986834
3958	us2	0.0	0.0011448196908986834
3959	q]_	0.004032258064516129	0.006296508299942759
3960	81-	0.004032258064516129	0.0022896393817973667
3961	tl_	0.012096774193548387	0.007441327990841442
3962	7_t	0.028225806451612902	0.014882655981682884
3963	404	0.024193548387096774	0.006296508299942759
3964	zr7	0.004032258064516129	0.0017172295363480253
3965	h_4	0.004032258064516129	0.006296508299942759
3966	rtu	0.0	0.004006868918145392
3967	268	0.036290322580645164	0.01316542644533486
3968	gm1	0.008064516129032258	0.0028620492272467086
3969	l-1	0.024193548387096774	0.027475672581568404
3970	-_t	0.0	0.0028620492272467086
3971	mbi	0.012096774193548387	0.015455065827132226
3972	nvi	0.0	0.0022896393817973667
3973	dk9	0.0	0.0011448196908986834
3974	ath	0.03225806451612903	0.014882655981682884
3975	tud	0.012096774193548387	0.0022896393817973667
3976	89-	0.004032258064516129	0.0022896393817973667
3977	-1-	0.008064516129032258	0.013737836290784202
3978	k_(	0.0	0.0034344590726960505
3979	590	0.020161290322580645	0.006868918145392101
3980	3t)	0.0	0.0005724098454493417
3981	s05	0.004032258064516129	0.005151688609044075
3982	215	0.04032258064516129	0.010875787063537493
3983	s_u	0.004032258064516129	0.008586147681740127
3984	9h_	0.004032258064516129	0.0034344590726960505
3985	21_	0.23790322580645162	0.09215798511734402
3986	ho_	0.012096774193548387	0.0017172295363480253
3987	m00	0.004032258064516129	0.0011448196908986834
3988	o-g	0.0	0.0011448196908986834
3989	m_i	0.028225806451612902	0.007441327990841442
3990	bss	0.004032258064516129	0.0011448196908986834
3991	otr	0.004032258064516129	0.005151688609044075
3992	16h	0.008064516129032258	0.0022896393817973667
3993	-83	0.012096774193548387	0.0034344590726960505
3994	clo	0.036290322580645164	0.02003434459072696
3995	dt7	0.0	0.0005724098454493417
3996	5_d	0.012096774193548387	0.017172295363480253
3997	ao2	0.0	0.0005724098454493417
3998	t24	0.008064516129032258	0.005724098454493417
3999	312	0.036290322580645164	0.009730967372638809
4000	/-_	0.012096774193548387	0.01602747567258157
4001	r_9	0.008064516129032258	0.0034344590726960505
4002	(mi	0.008064516129032258	0.004006868918145392
4003	t2-	0.004032258064516129	0.004006868918145392
4004	058	0.04032258064516129	0.01316542644533486
4005	mot	0.008064516129032258	0.009730967372638809
4006	dgm	0.0	0.0005724098454493417
4007	a09	0.016129032258064516	0.0028620492272467086
4008	-01	0.036290322580645164	0.01030337721808815
4009	pbs	0.0	0.004006868918145392
4010	884	0.008064516129032258	0.0045792787635947334
4011	a22	0.004032258064516129	0.0045792787635947334
4012	c-l	0.004032258064516129	0.0028620492272467086
4013	1_m	0.024193548387096774	0.03319977103606182
4014	tmo	0.008064516129032258	0.0011448196908986834
4015	17]	0.012096774193548387	0.005724098454493417
4016	lay	0.008064516129032258	0.004006868918145392
4017	osu	0.016129032258064516	0.006868918145392101
4018	h_r	0.012096774193548387	0.02003434459072696
4019	z_l	0.0	0.0005724098454493417
4020	496	0.012096774193548387	0.005151688609044075
4021	l_k	0.012096774193548387	0.010875787063537493
4022	htb	0.008064516129032258	0.0
4023	gb_	0.008064516129032258	0.0005724098454493417
4024	emo	0.024193548387096774	0.012020606754436176
4025	cur	0.016129032258064516	0.005151688609044075
4026	nan	0.028225806451612902	0.011448196908986834
4027	804	0.020161290322580645	0.006296508299942759
4028	hpm	0.0	0.0011448196908986834
4029	s28	0.020161290322580645	0.009730967372638809
4030	e9_	0.012096774193548387	0.006868918145392101
4031	rib	0.008064516129032258	0.010875787063537493
4032	alc	0.012096774193548387	0.0017172295363480253
4033	979	0.012096774193548387	0.004006868918145392
4034	loi	0.024193548387096774	0.017744705208929592
4035	726	0.020161290322580645	0.007441327990841442
4036	u-j	0.0	0.0005724098454493417
4037	tc1	0.004032258064516129	0.0028620492272467086
4038	sce	0.008064516129032258	0.007441327990841442
4039	ri3	0.0	0.0011448196908986834
4040	7s_	0.0	0.0005724098454493417
4041	bis	0.004032258064516129	0.0005724098454493417
4042	l05	0.008064516129032258	0.0017172295363480253
4043	233	0.03225806451612903	0.013737836290784202
4044	k47	0.004032258064516129	0.0005724098454493417
4045	0_p	0.03225806451612903	0.018889524899828276
4046	rue	0.004032258064516129	0.004006868918145392
4047	h23	0.004032258064516129	0.0045792787635947334
4048	ecs	0.0	0.008013737836290785
4049	cki	0.0	0.0017172295363480253
4050	-ip	0.004032258064516129	0.0017172295363480253
4051	0_1	0.028225806451612902	0.015455065827132226
4052	mse	0.004032258064516129	0.0005724098454493417
4053	837	0.012096774193548387	0.005724098454493417
4054	rug	0.016129032258064516	0.007441327990841442
4055	bma	0.0	0.0005724098454493417
4056	-6_	0.020161290322580645	0.01316542644533486
4057	or#	0.004032258064516129	0.0
4058	7a_	0.016129032258064516	0.006868918145392101
4059	8-3	0.004032258064516129	0.006868918145392101
4060	cyc	0.004032258064516129	0.02003434459072696
4061	8_t	0.020161290322580645	0.01602747567258157
4062	g1_	0.012096774193548387	0.011448196908986834
4063	l2c	0.004032258064516129	0.0
4064	og_	0.012096774193548387	0.0045792787635947334
4065	p2b	0.008064516129032258	0.0011448196908986834
4066	e11	0.020161290322580645	0.009730967372638809
4067	744	0.008064516129032258	0.0034344590726960505
4068	759	0.016129032258064516	0.0045792787635947334
4069	7_7	0.008064516129032258	0.0005724098454493417
4070	n_n	0.04435483870967742	0.028048082427017746
4071	tpu	0.0	0.0005724098454493417
4072	417	0.024193548387096774	0.007441327990841442
4073	2c2	0.004032258064516129	0.0017172295363480253
4074	p-4	0.004032258064516129	0.0028620492272467086
4075	381	0.020161290322580645	0.008586147681740127
4076	ccd	0.0	0.0034344590726960505
4077	sup	0.020161290322580645	0.006296508299942759
4078	(pe	0.008064516129032258	0.0005724098454493417
4079	d37	0.0	0.0011448196908986834
4080	d20	0.008064516129032258	0.007441327990841442
4081	htr	0.0	0.0028620492272467086
4082	lm_	0.008064516129032258	0.0017172295363480253
4083	9-0	0.012096774193548387	0.0045792787635947334
4084	n57	0.004032258064516129	0.0005724098454493417
4085	7_=	0.004032258064516129	0.0
4086	585	0.012096774193548387	0.006868918145392101
4087	475	0.024193548387096774	0.005724098454493417
4088	upe	0.008064516129032258	0.0011448196908986834
4089	iga	0.016129032258064516	0.0045792787635947334
4090	6e_	0.0	0.0017172295363480253
4091	say	0.0	0.0017172295363480253
4092	vo_	0.016129032258064516	0.006296508299942759
4093	1-7	0.016129032258064516	0.005151688609044075
4094	3_g	0.004032258064516129	0.01030337721808815
4095	r19	0.008064516129032258	0.0022896393817973667
4096	e07	0.008064516129032258	0.0022896393817973667
4097	220	0.036290322580645164	0.015455065827132226
4098	o79	0.004032258064516129	0.0
4099	add	0.016129032258064516	0.013737836290784202
4100	306	0.04032258064516129	0.012020606754436176
4101	5-d	0.0	0.0045792787635947334
4102	m_m	0.016129032258064516	0.01316542644533486
4103	d0_	0.004032258064516129	0.008586147681740127
4104	242	0.03225806451612903	0.014882655981682884
4105	non	0.12096774193548387	0.10417859187178019
4106	er-	0.004032258064516129	0.01030337721808815
4107	p81	0.0	0.0005724098454493417
4108	ada	0.016129032258064516	0.006296508299942759
4109	7b-	0.004032258064516129	0.0011448196908986834
4110	nky	0.004032258064516129	0.0017172295363480253
4111	011	0.08870967741935484	0.022323983972524327
4112	6#2	0.0	0.0005724098454493417
4113	552	0.016129032258064516	0.006868918145392101
4114	l)_	0.016129032258064516	0.028620492272467088
4115	s-p	0.0	0.0034344590726960505
4116	16)	0.012096774193548387	0.0034344590726960505
4117	nc-	0.008064516129032258	0.012593016599885518
4118	853	0.008064516129032258	0.005151688609044075
4119	8-c	0.008064516129032258	0.0034344590726960505
4120	p_d	0.004032258064516129	0.008013737836290785
4121	p25	0.008064516129032258	0.007441327990841442
4122	-86	0.008064516129032258	0.0022896393817973667
4123	245	0.036290322580645164	0.011448196908986834
4124	0_4	0.004032258064516129	0.0045792787635947334
4125	114	0.07258064516129033	0.019461934745277618
4126	ig7	0.004032258064516129	0.0
4127	b70	0.004032258064516129	0.0005724098454493417
4128	-mo	0.004032258064516129	0.006868918145392101
4129	046	0.03225806451612903	0.013737836290784202
4130	26]	0.004032258064516129	0.0045792787635947334
4131	c25	0.008064516129032258	0.0045792787635947334
4132	cs2	0.0	0.0022896393817973667
4133	-in	0.020161290322580645	0.0206067544361763
4134	x5_	0.008064516129032258	0.006868918145392101
4135	d+g	0.004032258064516129	0.0
4136	l00	0.012096774193548387	0.004006868918145392
4137	360	0.028225806451612902	0.011448196908986834
4138	2_m	0.008064516129032258	0.02346880366342301
4139	kvc	0.004032258064516129	0.0
4140	766	0.020161290322580645	0.0034344590726960505
4141	/a_	0.028225806451612902	0.014882655981682884
4142	ub1	0.008064516129032258	0.0017172295363480253
4143	00_	0.10887096774193548	0.05552375500858615
4144	mid	0.012096774193548387	0.014882655981682884
4145	r04	0.004032258064516129	0.0017172295363480253
4146	b1)	0.004032258064516129	0.0
4147	xam	0.0	0.0022896393817973667
4148	ein	0.020161290322580645	0.015455065827132226
4149	ir-	0.004032258064516129	0.014310246136233544
4150	hiv	0.012096774193548387	0.007441327990841442
4151	vja	0.004032258064516129	0.0
4152	8_4	0.008064516129032258	0.0034344590726960505
4153	u30	0.008064516129032258	0.0005724098454493417
4154	d7+	0.004032258064516129	0.0
4155	a5_	0.012096774193548387	0.013737836290784202
4156	099	0.04032258064516129	0.006296508299942759
4157	s45	0.016129032258064516	0.006868918145392101
4158	9h1	0.0	0.0005724098454493417
4159	nc#	0.0	0.0011448196908986834
4160	-12	0.06451612903225806	0.02003434459072696
4161	-ic	0.004032258064516129	0.0011448196908986834
4162	2_a	0.03225806451612903	0.02633085289066972
4163	rot	0.03225806451612903	0.025186033199771037
4164	vei	0.012096774193548387	0.009730967372638809
4165	4_6	0.008064516129032258	0.004006868918145392
4166	c55	0.0	0.0011448196908986834
4167	nes	0.04838709677419355	0.02289639381797367
4168	mz_	0.008064516129032258	0.0017172295363480253
4169	kno	0.05241935483870968	0.06983400114481969
4170	ead	0.012096774193548387	0.014310246136233544
4171	260	0.03225806451612903	0.012593016599885518
4172	p+_	0.0	0.005151688609044075
4173	31z	0.004032258064516129	0.0
4174	159	0.05241935483870968	0.01602747567258157
4175	ris	0.016129032258064516	0.019461934745277618
4176	b6_	0.004032258064516129	0.011448196908986834
4177	o_t	0.016129032258064516	0.024041213508872353
4178	4+_	0.016129032258064516	0.028048082427017746
4179	oss	0.004032258064516129	0.0028620492272467086
4180	dm4	0.004032258064516129	0.0005724098454493417
4181	ry3	0.004032258064516129	0.0
4182	r-h	0.0	0.0017172295363480253
4183	-79	0.008064516129032258	0.0022896393817973667
4184	anl	0.004032258064516129	0.0005724098454493417
4185	s52	0.012096774193548387	0.006868918145392101
4186	a-c	0.012096774193548387	0.014310246136233544
4187	12h	0.0	0.014882655981682884
4188	2b_	0.036290322580645164	0.014310246136233544
4189	mpt	0.008064516129032258	0.014310246136233544
4190	x_d	0.0	0.0045792787635947334
4191	m-c	0.004032258064516129	0.007441327990841442
4192	35c	0.004032258064516129	0.0
4193	2-4	0.012096774193548387	0.006868918145392101
4194	c_4	0.004032258064516129	0.006296508299942759
4195	s+_	0.0	0.0005724098454493417
4196	n_v	0.016129032258064516	0.012020606754436176
4197	000	0.07258064516129033	0.02289639381797367
4198	iru	0.016129032258064516	0.018317115054378934
4199	f19	0.0	0.0022896393817973667
4200	fte	0.020161290322580645	0.01659988551803091
4201	(g2	0.004032258064516129	0.0005724098454493417
4202	ib-	0.004032258064516129	0.0045792787635947334
4203	ay3	0.0	0.0045792787635947334
4204	yne	0.008064516129032258	0.0005724098454493417
4205	avf	0.0	0.0005724098454493417
4206	go_	0.012096774193548387	0.0028620492272467086
4207	th1	0.0	0.0011448196908986834
4208	(wa	0.0	0.0005724098454493417
4209	s_n	0.012096774193548387	0.017744705208929592
4210	f_t	0.016129032258064516	0.012020606754436176
4211	28d	0.0	0.0017172295363480253
4212	vat	0.020161290322580645	0.014310246136233544
4213	l11	0.024193548387096774	0.007441327990841442
4214	owt	0.004032258064516129	0.010875787063537493
4215	upo	0.0	0.0011448196908986834
4216	nth	0.024193548387096774	0.010875787063537493
4217	h44	0.008064516129032258	0.0017172295363480253
4218	t_m	0.024193548387096774	0.019461934745277618
4219	pso	0.004032258064516129	0.004006868918145392
4220	t_t	0.04838709677419355	0.03777904979965655
4221	4d_	0.0	0.0045792787635947334
4222	x50	0.0	0.0005724098454493417
4223	siz	0.004032258064516129	0.0045792787635947334
4224	dox	0.004032258064516129	0.026903262736119062
4225	tov	0.008064516129032258	0.0005724098454493417
4226	xtr	0.012096774193548387	0.009158557527189467
4227	f_c	0.016129032258064516	0.014310246136233544
4228	d-1	0.012096774193548387	0.010875787063537493
4229	ikn	0.0	0.0005724098454493417
4230	815	0.008064516129032258	0.0034344590726960505
4231	cop	0.0	0.004006868918145392
4232	msc	0.008064516129032258	0.009730967372638809
4233	h_0	0.0	0.0028620492272467086
4234	728	0.024193548387096774	0.005724098454493417
4235	ip-	0.004032258064516129	0.0017172295363480253
4236	172	0.056451612903225805	0.013737836290784202
4237	h_n	0.012096774193548387	0.017744705208929592
4238	409	0.020161290322580645	0.008013737836290785
4239	-82	0.008064516129032258	0.0017172295363480253
4240	ma-	0.008064516129032258	0.0034344590726960505
4241	c-a	0.008064516129032258	0.0017172295363480253
4242	rah	0.0	0.0022896393817973667
4243	muc	0.008064516129032258	0.008013737836290785
4244	b25	0.004032258064516129	0.0022896393817973667
4245	v-r	0.0	0.0005724098454493417
4246	t53	0.0	0.0022896393817973667
4247	l_8	0.024193548387096774	0.009158557527189467
4248	inu	0.004032258064516129	0.007441327990841442
4249	rch	0.03225806451612903	0.007441327990841442
4250	sso	0.004032258064516129	0.008013737836290785
4251	-ko	0.004032258064516129	0.006296508299942759
4252	g_8	0.008064516129032258	0.0017172295363480253
4253	a_z	0.0	0.0022896393817973667
4254	w17	0.004032258064516129	0.0005724098454493417
4255	b_l	0.004032258064516129	0.004006868918145392
4256	d2-	0.004032258064516129	0.0028620492272467086
4257	cac	0.016129032258064516	0.009730967372638809
