Importance	Ngram	Frequency in sex Columns	Frequency in Nonsex Columns
34116	pg3	0.004032258064516129	0.0005724098454493417
34117	pg2	0.024193548387096774	0.014882655981682884
34118	pg1	0.004032258064516129	0.0
34119	pg0	0.0	0.0
34120	pg/	0.0	0.0
34121	pg-	0.0	0.0017172295363480253
34122	pg+	0.0	0.0
34123	pg)	0.0	0.0
34124	pfz	0.0	0.0
34125	pfy	0.0	0.0
34126	pfx	0.0	0.0
34127	pfw	0.0	0.0
34128	pgd	0.0	0.0
34129	pgf	0.004032258064516129	0.0005724098454493417
34130	peb	0.0	0.0
34131	pgg	0.0	0.0
34132	ph4	0.0	0.0005724098454493417
34133	ph3	0.0	0.0005724098454493417
34134	ph2	0.0	0.0005724098454493417
34135	ph1	0.0	0.0011448196908986834
34136	ph0	0.004032258064516129	0.0
34137	ph/	0.0	0.0
34138	ph-	0.0	0.0011448196908986834
34139	ph+	0.0	0.0
34140	ph)	0.0	0.0005724098454493417
34141	pgz	0.0	0.0
34142	pgx	0.0	0.0
34143	pgv	0.004032258064516129	0.0005724098454493417
34144	pgu	0.0	0.0
34145	pgt	0.0	0.0
34146	pgs	0.0	0.0005724098454493417
34147	pgr	0.0	0.0005724098454493417
34148	pgo	0.0	0.0
34149	pgn	0.0	0.0005724098454493417
34150	pgm	0.0	0.0
34151	pgl	0.0	0.0
34152	pgk	0.0	0.0005724098454493417
34153	pgi	0.0	0.0005724098454493417
34154	pgh	0.004032258064516129	0.0
34155	pfv	0.0	0.0
34156	pfu	0.0	0.0
34157	pfs	0.0	0.0005724098454493417
34158	pfr	0.0	0.0
34159	pf/	0.0	0.0
34160	pf-	0.0	0.0
34161	pf+	0.0	0.0
34162	pf)	0.0	0.0
34163	pe’	0.0	0.0
34164	pez	0.0	0.0005724098454493417
34165	pey	0.0	0.0
34166	pex	0.004032258064516129	0.0017172295363480253
34167	pew	0.0	0.0
34168	pev	0.0	0.0
34169	peu	0.0	0.0
34170	pet	0.0	0.0005724098454493417
34171	pes	0.004032258064516129	0.005151688609044075
34172	pep	0.0	0.0017172295363480253
34173	peo	0.0	0.0005724098454493417
34174	pem	0.004032258064516129	0.0
34175	pek	0.0	0.0
34176	pej	0.0	0.0
34177	pei	0.0	0.0
34178	peh	0.0	0.0
34179	peg	0.0	0.0005724098454493417
34180	pef	0.0	0.0
34181	pee	0.008064516129032258	0.0
34182	pf0	0.0	0.0
34183	pf1	0.0	0.0
34184	pf2	0.0	0.0
34185	pfe	0.004032258064516129	0.0005724098454493417
34186	pfp	0.0	0.0
34187	pfo	0.0	0.0005724098454493417
34188	pfn	0.0	0.0
34189	pfm	0.0	0.0
34190	pfl	0.0	0.0005724098454493417
34191	pfk	0.0	0.0
34192	pfi	0.0	0.0005724098454493417
34193	pfh	0.0	0.0
34194	pfg	0.0	0.0
34195	pff	0.0	0.0017172295363480253
34196	pfd	0.0	0.0
34197	pf3	0.004032258064516129	0.0
34198	pfb	0.0	0.0
34199	pfa	0.0	0.0
34200	pf]	0.0	0.0
34201	pf:	0.0	0.0
34202	pf9	0.0	0.0
34203	pf8	0.0	0.0
34204	pf7	0.0	0.0
34205	pf6	0.0	0.0
34206	pf5	0.0	0.0
34207	pf4	0.0	0.0005724098454493417
34208	ph5	0.0	0.0005724098454493417
34209	ph6	0.0	0.0005724098454493417
34210	ph7	0.0	0.0
34211	pix	0.0	0.0
34212	pjq	0.0	0.0
34213	pjp	0.0	0.0005724098454493417
34214	pjn	0.0	0.0005724098454493417
34215	pjm	0.0	0.0
34216	pjl	0.0	0.0
34217	pjj	0.0	0.0
34218	pji	0.0	0.0
34219	pjd	0.0	0.0
34220	pjc	0.004032258064516129	0.0
34221	pjb	0.004032258064516129	0.0
34222	pja	0.0	0.0
34223	pj_	0.004032258064516129	0.0
34224	pj:	0.0	0.0
34225	pj9	0.0	0.0
34226	pj8	0.0	0.0
34227	pj7	0.0	0.0
34228	pj5	0.0	0.0
34229	pj4	0.004032258064516129	0.0
34230	pj3	0.004032258064516129	0.0
34231	pj2	0.0	0.0
34232	pj1	0.004032258064516129	0.0
34233	pj-	0.0	0.0005724098454493417
34234	pi–	0.0	0.0
34235	pjr	0.0	0.0
34236	pjs	0.004032258064516129	0.0
34237	pjt	0.0	0.0
34238	pk:	0.0	0.0
34239	pkh	0.0	0.0
34240	pkg	0.0	0.0
34241	pkf	0.0	0.0
34242	pke	0.0	0.0
34243	pkd	0.0	0.0005724098454493417
34244	pkc	0.0	0.0011448196908986834
34245	pkb	0.0	0.0
34246	pka	0.004032258064516129	0.0011448196908986834
34247	pk_	0.008064516129032258	0.0017172295363480253
34248	pk[	0.0	0.0
34249	pk8	0.0	0.0
34250	pjy	0.0	0.0
34251	pk7	0.0	0.0
34252	pk6	0.0	0.0
34253	pk5	0.004032258064516129	0.0
34254	pk4	0.004032258064516129	0.0
34255	pk3	0.0	0.0005724098454493417
34256	pk2	0.0	0.0005724098454493417
34257	pk1	0.004032258064516129	0.0005724098454493417
34258	pk/	0.0	0.0
34259	pk-	0.0	0.0005724098454493417
34260	pk(	0.0	0.0
34261	piz	0.0	0.0
34262	piw	0.0	0.0
34263	ph8	0.0	0.0005724098454493417
34264	piv	0.008064516129032258	0.0005724098454493417
34265	pi-	0.0	0.0028620492272467086
34266	pi+	0.0	0.0
34267	pi)	0.0	0.0
34268	pi(	0.0	0.0
34269	phx	0.0	0.0
34270	phv	0.0	0.0
34271	phu	0.0	0.0
34272	pht	0.0	0.0005724098454493417
34273	phs	0.0	0.0011448196908986834
34274	php	0.0	0.0005724098454493417
34275	phn	0.0	0.0
34276	phm	0.0	0.0
34277	phl	0.0	0.0005724098454493417
34278	phk	0.0	0.0
34279	phh	0.0	0.0017172295363480253
34280	phg	0.0	0.0005724098454493417
34281	phf	0.0	0.0005724098454493417
34282	phd	0.004032258064516129	0.0005724098454493417
34283	phc	0.0	0.0005724098454493417
34284	phb	0.0	0.0
34285	ph]	0.0	0.0005724098454493417
34286	ph:	0.0	0.0
34287	ph9	0.0	0.0
34288	pi/	0.0	0.0
34289	pi0	0.0	0.0
34290	pi1	0.0	0.0
34291	pif	0.0	0.0
34292	piu	0.004032258064516129	0.0
34293	pis	0.0	0.0005724098454493417
34294	pir	0.0	0.005151688609044075
34295	piq	0.0	0.0
34296	pip	0.0	0.0011448196908986834
34297	pio	0.004032258064516129	0.0
34298	pim	0.004032258064516129	0.0005724098454493417
34299	pii	0.004032258064516129	0.0
34300	pih	0.0	0.0
34301	pig	0.004032258064516129	0.0045792787635947334
34302	pid	0.016129032258064516	0.006868918145392101
34303	pi2	0.004032258064516129	0.0017172295363480253
34304	pia	0.008064516129032258	0.0011448196908986834
34305	pi]	0.0	0.0005724098454493417
34306	pi:	0.0	0.0
34307	pi9	0.0	0.0
34308	pi8	0.0	0.0
34309	pi7	0.0	0.0
34310	pi6	0.0	0.0
34311	pi5	0.0	0.0005724098454493417
34312	pi4	0.0	0.0
34313	pi3	0.0	0.0
34314	ped	0.012096774193548387	0.0028620492272467086
34315	pea	0.004032258064516129	0.007441327990841442
34316	p;1	0.0	0.0
34317	pam	0.008064516129032258	0.0045792787635947334
34318	pah	0.0	0.0
34319	pag	0.0	0.0005724098454493417
34320	paf	0.004032258064516129	0.0005724098454493417
34321	pae	0.0	0.0022896393817973667
34322	pac	0.020161290322580645	0.007441327990841442
34323	pab	0.0	0.0
34324	paa	0.0	0.0
34325	pa]	0.0	0.0
34326	pa;	0.0	0.0
34327	pa:	0.0	0.0
34328	pa9	0.0	0.0
34329	pa8	0.0	0.0
34330	pa7	0.0	0.0
34331	pa6	0.0	0.0
34332	pa5	0.0	0.0
34333	pa4	0.0	0.0
34334	pa2	0.0	0.0005724098454493417
34335	pa1	0.0	0.0017172295363480253
34336	pa0	0.0	0.0005724098454493417
34337	pa/	0.0	0.0011448196908986834
34338	pa-	0.0	0.0017172295363480253
34339	pa)	0.0	0.0
34340	pa(	0.0	0.0
34341	paj	0.004032258064516129	0.0
34342	pao	0.0	0.0
34343	pe]	0.0	0.0
34344	paq	0.0	0.0
34345	pb]	0.0	0.0
34346	pb:	0.0	0.0
34347	pb9	0.0	0.0
34348	pb8	0.0	0.0011448196908986834
34349	pb7	0.0	0.0011448196908986834
34350	pb6	0.0	0.0011448196908986834
34351	pb5	0.0	0.0005724098454493417
34352	pb4	0.0	0.0005724098454493417
34353	pb3	0.0	0.0017172295363480253
34354	pb2	0.0	0.0017172295363480253
34355	pb1	0.004032258064516129	0.0028620492272467086
34356	pb0	0.0	0.0
34357	pb/	0.0	0.0
34358	pb-	0.0	0.0028620492272467086
34359	pb*	0.0	0.0005724098454493417
34360	pb)	0.0	0.0005724098454493417
34361	pb#	0.0	0.0
34362	paz	0.0	0.0
34363	pay	0.0	0.0
34364	pax	0.004032258064516129	0.0028620492272467086
34365	paw	0.0	0.0
34366	pav	0.0	0.0
34367	pau	0.0	0.0005724098454493417
34368	p_|	0.0	0.0
34369	p_z	0.0	0.0
34370	p_y	0.0	0.0017172295363480253
34371	p_w	0.0	0.0
34372	p_#	0.0	0.0005724098454493417
34373	p_"	0.0	0.0
34374	p]c	0.0	0.0
34375	p]_	0.0	0.0005724098454493417
34376	p[e	0.0	0.0
34377	p?q	0.0	0.0
34378	p;x	0.0	0.0
34379	p;v	0.0	0.0
34380	p;u	0.0	0.0
34381	p;t	0.0	0.0
34382	p;s	0.0	0.0
34383	p;p	0.0	0.0
34384	p;n	0.0	0.0
34385	p;l	0.0	0.0
34386	p;g	0.0	0.0
34387	p;d	0.0	0.0
34388	p;c	0.0	0.0
34389	p;b	0.0	0.0
34390	p;a	0.0	0.0
34391	p;_	0.0	0.0
34392	p;8	0.0	0.0
34393	p;5	0.0	0.0
34394	p;2	0.0	0.0
34395	p_&	0.0	0.0
34396	p_-	0.0	0.0005724098454493417
34397	p_/	0.0	0.0005724098454493417
34398	p_g	0.0	0.0017172295363480253
34399	p_v	0.0	0.0005724098454493417
34400	p_u	0.004032258064516129	0.0028620492272467086
34401	p_q	0.0	0.0005724098454493417
34402	p_o	0.0	0.0022896393817973667
34403	p_n	0.004032258064516129	0.005724098454493417
34404	p_m	0.004032258064516129	0.006296508299942759
34405	p_l	0.004032258064516129	0.0017172295363480253
34406	p_k	0.008064516129032258	0.0045792787635947334
34407	p_j	0.0	0.0
34408	p_h	0.004032258064516129	0.0022896393817973667
34409	p_f	0.0	0.0017172295363480253
34410	p_0	0.0	0.0
34411	p_e	0.0	0.0045792787635947334
34412	p_b	0.008064516129032258	0.004006868918145392
34413	p_a	0.004032258064516129	0.009158557527189467
34414	p__	0.0	0.0
34415	p_[	0.0	0.0005724098454493417
34416	p_9	0.004032258064516129	0.0017172295363480253
34417	p_8	0.004032258064516129	0.0022896393817973667
34418	p_7	0.004032258064516129	0.0028620492272467086
34419	p_5	0.004032258064516129	0.007441327990841442
34420	p_4	0.004032258064516129	0.011448196908986834
34421	pba	0.004032258064516129	0.0005724098454493417
34422	pbb	0.0	0.0005724098454493417
34423	pbc	0.0	0.0005724098454493417
34424	pd)	0.0	0.0
34425	pdl	0.004032258064516129	0.0011448196908986834
34426	pdk	0.0	0.0
34427	pdi	0.0	0.0
34428	pdh	0.0	0.0005724098454493417
34429	pdg	0.004032258064516129	0.0017172295363480253
34430	pdf	0.0	0.0
34431	pde	0.0	0.0
34432	pdd	0.0	0.0
34433	pdc	0.004032258064516129	0.0011448196908986834
34434	pdb	0.0	0.0
34435	pd;	0.0	0.0
34436	pd:	0.0	0.0
34437	pd9	0.0	0.0
34438	pd8	0.0	0.0
34439	pd7	0.0	0.0
34440	pd6	0.0	0.0
34441	pd5	0.0	0.0
34442	pd4	0.0	0.0
34443	pd3	0.0	0.0
34444	pd2	0.0	0.0
34445	pd1	0.0	0.0011448196908986834
34446	pd0	0.0	0.0005724098454493417
34447	pd/	0.0	0.0
34448	pdm	0.0	0.0
34449	pdn	0.0	0.0
34450	pdo	0.0	0.0
34451	pe0	0.0	0.0005724098454493417
34452	pe;	0.0	0.0
34453	pe:	0.0	0.0
34454	pe9	0.0	0.0005724098454493417
34455	pe8	0.0	0.0005724098454493417
34456	pe7	0.0	0.0005724098454493417
34457	pe6	0.0	0.0011448196908986834
34458	pe5	0.0	0.0011448196908986834
34459	pe4	0.0	0.0005724098454493417
34460	pe3	0.0	0.0005724098454493417
34461	pe2	0.0	0.0011448196908986834
34462	pe/	0.0	0.0022896393817973667
34463	pdp	0.004032258064516129	0.0017172295363480253
34464	pe-	0.004032258064516129	0.0034344590726960505
34465	pe+	0.0	0.0
34466	pe(	0.0	0.0005724098454493417
34467	pe'	0.0	0.0
34468	pdz	0.0	0.0
34469	pdy	0.0	0.0
34470	pdu	0.0	0.0
34471	pdt	0.0	0.0005724098454493417
34472	pds	0.004032258064516129	0.0005724098454493417
34473	pdr	0.0	0.0
34474	pd+	0.0	0.0
34475	pc−	0.0	0.0
34476	pbd	0.0	0.0005724098454493417
34477	pcy	0.0	0.0005724098454493417
34478	pc2	0.004032258064516129	0.0017172295363480253
34479	pc0	0.0	0.0005724098454493417
34480	pc/	0.0	0.0005724098454493417
34481	pc-	0.004032258064516129	0.004006868918145392
34482	pc+	0.0	0.0
34483	pc)	0.0	0.0017172295363480253
34484	pc#	0.0	0.0005724098454493417
34485	pbx	0.0	0.0
34486	pbw	0.0	0.0
34487	pbv	0.0	0.0
34488	pbu	0.0	0.0
34489	pbt	0.0	0.0
34490	pbr	0.0	0.0005724098454493417
34491	pbp	0.0	0.0
34492	pbo	0.0	0.0
34493	pbn	0.0	0.0
34494	pbl	0.0	0.0005724098454493417
34495	pbk	0.0	0.0
34496	pbj	0.0	0.0
34497	pbi	0.0	0.0011448196908986834
34498	pbh	0.0	0.0005724098454493417
34499	pbg	0.0	0.0005724098454493417
34500	pbf	0.0	0.0005724098454493417
34501	pc4	0.0	0.0005724098454493417
34502	pc5	0.0	0.0
34503	pc6	0.0	0.0
34504	pck	0.0	0.0005724098454493417
34505	pcx	0.0	0.0
34506	pcw	0.0	0.0
34507	pcv	0.0	0.0
34508	pcu	0.0	0.0
34509	pct	0.0	0.0
34510	pcp	0.0	0.0
34511	pco	0.008064516129032258	0.0022896393817973667
34512	pcn	0.004032258064516129	0.0005724098454493417
34513	pcm	0.004032258064516129	0.0
34514	pcl	0.004032258064516129	0.0
34515	pcj	0.0	0.0
34516	pc7	0.0	0.0
34517	pci	0.0	0.0005724098454493417
34518	pch	0.0	0.0
34519	pcg	0.0	0.0
34520	pcf	0.0	0.0005724098454493417
34521	pce	0.0	0.0
34522	pcd	0.0	0.004006868918145392
34523	pcb	0.0	0.0011448196908986834
34524	pca	0.012096774193548387	0.006868918145392101
34525	pc]	0.0	0.0
34526	pc:	0.0	0.0
34527	ozv	0.0	0.0
34528	ozu	0.0	0.0005724098454493417
34529	ozt	0.0	0.0
34530	og(	0.0	0.0
34531	og#	0.0	0.0005724098454493417
34532	ofy	0.0	0.0
34533	ofx	0.0	0.0005724098454493417
34534	ofw	0.0	0.0
34535	ofv	0.0	0.0
34536	ofu	0.0	0.0
34537	ofs	0.0	0.0005724098454493417
34538	ofr	0.0	0.0005724098454493417
34539	ofp	0.0	0.0
34540	ofo	0.004032258064516129	0.0011448196908986834
34541	ofn	0.0	0.0
34542	ofm	0.0	0.0
34543	ofl	0.004032258064516129	0.0011448196908986834
34544	ofk	0.0	0.0
34545	ofj	0.0	0.0
34546	off	0.0	0.0005724098454493417
34547	ofe	0.0	0.0028620492272467086
34548	ofd	0.0	0.0
34549	ofc	0.0	0.0005724098454493417
34550	ofb	0.0	0.0005724098454493417
34551	ofa	0.0	0.0005724098454493417
34552	of:	0.0	0.0
34553	of8	0.0	0.0
34554	og'	0.0	0.0
34555	og)	0.0	0.0
34556	odw	0.0	0.0
34557	og+	0.0	0.0
34558	ogp	0.0	0.0
34559	ogo	0.0	0.0
34560	ogn	0.0	0.0
34561	ogm	0.0	0.0
34562	ogk	0.0	0.0
34563	ogh	0.0	0.0
34564	ogg	0.004032258064516129	0.0
34565	ogf	0.0	0.0
34566	ogd	0.0	0.0005724098454493417
34567	ogc	0.0	0.0
34568	ogb	0.0	0.0
34569	oga	0.004032258064516129	0.0005724098454493417
34570	og:	0.0	0.0
34571	og8	0.0	0.0
34572	og6	0.0	0.0
34573	og5	0.0	0.0
34574	og4	0.0	0.0
34575	og3	0.0	0.0
34576	og2	0.0	0.0
34577	og1	0.0	0.0
34578	og0	0.0	0.0
34579	og/	0.0	0.0
34580	og-	0.0	0.0
34581	of7	0.0	0.0005724098454493417
34582	of6	0.0	0.0005724098454493417
34583	of5	0.0	0.0
34584	of4	0.0	0.0
34585	oef	0.0	0.0
34586	oee	0.0	0.0
34587	oed	0.0	0.0
34588	oec	0.004032258064516129	0.0011448196908986834
34589	oeb	0.0	0.0
34590	oea	0.0	0.0
34591	oe_	0.0	0.008586147681740127
34592	oe]	0.0	0.0
34593	oe:	0.0	0.0
34594	oe8	0.0	0.0
34595	oe7	0.0	0.0
34596	oe6	0.0	0.0
34597	oe5	0.0	0.0
34598	oe4	0.0	0.0
34599	oe3	0.004032258064516129	0.0005724098454493417
34600	oe2	0.004032258064516129	0.0011448196908986834
34601	oe1	0.004032258064516129	0.0005724098454493417
34602	oe0	0.0	0.0
34603	oe/	0.0	0.0
34604	oe-	0.0	0.0028620492272467086
34605	oe+	0.0	0.0
34606	oe)	0.0	0.0
34607	ody	0.012096774193548387	0.012593016599885518
34608	oeg	0.0	0.0
34609	oeh	0.0	0.0
34610	oei	0.0	0.0
34611	oex	0.0	0.0
34612	of3	0.0	0.0
34613	of2	0.004032258064516129	0.0
34614	of1	0.0	0.0
34615	of/	0.0	0.0
34616	of-	0.0	0.0
34617	of)	0.0	0.0
34618	oeε	0.0	0.0
34619	oeα	0.0	0.0
34620	oez	0.0	0.0
34621	oey	0.0	0.0
34622	oew	0.0	0.0
34623	oej	0.0	0.0
34624	oev	0.0	0.0
34625	oeu	0.0	0.0
34626	oet	0.0	0.0005724098454493417
34627	oes	0.004032258064516129	0.0005724098454493417
34628	oer	0.0	0.0
34629	oep	0.004032258064516129	0.0017172295363480253
34630	oeo	0.0	0.0
34631	oem	0.0	0.0
34632	oel	0.008064516129032258	0.0
34633	oek	0.0	0.0
34634	ogs	0.0	0.0
34635	ogt	0.0	0.0
34636	ogu	0.0	0.0
34637	oig	0.0	0.0
34638	oje	0.0	0.0005724098454493417
34639	ojd	0.0	0.0
34640	ojc	0.0	0.0
34641	ojb	0.0	0.0
34642	oj_	0.0	0.0
34643	oj:	0.0	0.0
34644	oj6	0.0	0.0
34645	oj3	0.0	0.0005724098454493417
34646	oj1	0.0	0.0005724098454493417
34647	oiz	0.0	0.0
34648	oix	0.0	0.0005724098454493417
34649	oiw	0.0	0.0
34650	oiv	0.0	0.0
34651	oiu	0.0	0.0
34652	oit	0.004032258064516129	0.0
34653	oir	0.0	0.0005724098454493417
34654	oip	0.0	0.0
34655	oio	0.0	0.0
34656	oim	0.0	0.0
34657	oil	0.0	0.0
34658	oik	0.0	0.0
34659	oij	0.0	0.0
34660	oii	0.008064516129032258	0.0
34661	oji	0.0	0.0
34662	ojn	0.0	0.0
34663	ojr	0.0	0.0
34664	oka	0.0	0.0005724098454493417
34665	oks	0.0	0.0011448196908986834
34666	okr	0.0	0.0
34667	okq	0.0	0.0
34668	oko	0.004032258064516129	0.0
34669	okm	0.0	0.0
34670	okl	0.0	0.0
34671	okk	0.0	0.0
34672	okf	0.0	0.0
34673	okd	0.0	0.0
34674	okc	0.0	0.0
34675	ok_	0.004032258064516129	0.0005724098454493417
34676	ojt	0.0	0.0
34677	ok7	0.0	0.0
34678	ok6	0.0	0.0
34679	ok3	0.0	0.0
34680	ok2	0.0	0.0
34681	ok1	0.004032258064516129	0.0
34682	ok-	0.0	0.0
34683	ok)	0.0	0.0
34684	ok#	0.0	0.0
34685	ojv	0.0	0.0
34686	oju	0.0	0.0
34687	oih	0.0	0.0
34688	oif	0.0	0.0
34689	ogx	0.0	0.0
34690	oic	0.0	0.004006868918145392
34691	ohm	0.0	0.0
34692	ohk	0.0	0.0
34693	ohi	0.004032258064516129	0.0011448196908986834
34694	ohh	0.004032258064516129	0.0005724098454493417
34695	ohe	0.004032258064516129	0.0
34696	ohd	0.0	0.0
34697	ohb	0.0	0.0
34698	oha	0.0	0.0011448196908986834
34699	oh9	0.0	0.0
34700	oh8	0.0	0.0
34701	oh7	0.0	0.0
34702	oh6	0.0	0.0
34703	oh5	0.0	0.0
34704	oh4	0.0	0.0
34705	oh3	0.0	0.0005724098454493417
34706	oh2	0.0	0.0005724098454493417
34707	oh1	0.0	0.0011448196908986834
34708	oh0	0.0	0.0
34709	oh/	0.0	0.0005724098454493417
34710	oh+	0.0	0.0
34711	oh)	0.0	0.0005724098454493417
34712	oh(	0.0	0.0
34713	og’	0.0	0.0
34714	ohn	0.004032258064516129	0.0011448196908986834
34715	ohp	0.0	0.0
34716	ohr	0.0	0.0
34717	oi4	0.0	0.0
34718	oib	0.0	0.0
34719	oia	0.0	0.0005724098454493417
34720	oi_	0.004032258064516129	0.0028620492272467086
34721	oi=	0.0	0.0005724098454493417
34722	oi:	0.0	0.0
34723	oi9	0.0	0.0
34724	oi8	0.0	0.0
34725	oi7	0.0	0.0
34726	oi6	0.0	0.0
34727	oi5	0.0	0.0005724098454493417
34728	oi3	0.0	0.0
34729	ohs	0.0	0.0
34730	oi2	0.0	0.0
34731	oi1	0.0	0.0005724098454493417
34732	oi0	0.0	0.0
34733	oi-	0.0	0.0
34734	oi)	0.0	0.0
34735	ohy	0.0	0.0005724098454493417
34736	ohw	0.0	0.0
34737	ohv	0.0	0.0
34738	ohu	0.0	0.0
34739	oht	0.0	0.0
34740	odx	0.0	0.0005724098454493417
34741	odv	0.0	0.0
34742	ozr	0.0	0.0
34743	o_p	0.012096774193548387	0.006296508299942759
34744	o_l	0.012096774193548387	0.006296508299942759
34745	o_k	0.004032258064516129	0.0017172295363480253
34746	o_j	0.0	0.0017172295363480253
34747	o_i	0.0	0.008013737836290785
34748	o_h	0.004032258064516129	0.005151688609044075
34749	o_g	0.008064516129032258	0.004006868918145392
34750	o_d	0.020161290322580645	0.018889524899828276
34751	o_c	0.008064516129032258	0.02346880366342301
34752	o_b	0.0	0.008586147681740127
34753	o_a	0.012096774193548387	0.009730967372638809
34754	o__	0.0	0.0
34755	o_[	0.0	0.0017172295363480253
34756	o_:	0.0	0.0
34757	o_9	0.0	0.0011448196908986834
34758	o_6	0.004032258064516129	0.0028620492272467086
34759	o_5	0.0	0.0045792787635947334
34760	o_4	0.0	0.010875787063537493
34761	o_0	0.0	0.0017172295363480253
34762	o_/	0.0	0.0
34763	o_-	0.0	0.0017172295363480253
34764	o_+	0.0	0.0005724098454493417
34765	o_(	0.008064516129032258	0.0022896393817973667
34766	o_&	0.0	0.0
34767	o_o	0.004032258064516129	0.0017172295363480253
34768	o_q	0.0	0.0011448196908986834
34769	odt	0.0	0.0
34770	o_u	0.0	0.0011448196908986834
34771	oa]	0.0	0.0
34772	oa[	0.0	0.0
34773	oa:	0.0	0.0
34774	oa9	0.0	0.0
34775	oa8	0.0	0.0
34776	oa7	0.0	0.0
34777	oa6	0.0	0.0
34778	oa5	0.004032258064516129	0.0
34779	oa4	0.004032258064516129	0.0
34780	oa3	0.0	0.0
34781	oa2	0.0	0.0011448196908986834
34782	oa1	0.0	0.0005724098454493417
34783	oa0	0.0	0.0011448196908986834
34784	oa-	0.0	0.0005724098454493417
34785	oa+	0.0	0.0
34786	oa)	0.0	0.0
34787	o_△	0.0	0.0
34788	o_–	0.0	0.0
34789	o_~	0.0	0.0
34790	o_z	0.0	0.0
34791	o_y	0.0	0.0
34792	o_x	0.0	0.0017172295363480253
34793	o_w	0.0	0.0022896393817973667
34794	o_#	0.0	0.0011448196908986834
34795	o_"	0.0	0.0
34796	o^(	0.0	0.0
34797	o]p	0.0	0.0
34798	o9_	0.004032258064516129	0.0017172295363480253
34799	o9]	0.0	0.0
34800	o99	0.0	0.0
34801	o98	0.0	0.0005724098454493417
34802	o97	0.0	0.0
34803	o96	0.0	0.0
34804	o95	0.0	0.0005724098454493417
34805	o94	0.0	0.0
34806	o93	0.0	0.0
34807	o92	0.0	0.0005724098454493417
34808	o91	0.0	0.0
34809	o90	0.0	0.0
34810	o9-	0.0	0.0005724098454493417
34811	o9+	0.004032258064516129	0.0
34812	o9)	0.0	0.0
34813	o8i	0.0	0.0
34814	o8h	0.0	0.0
34815	o8b	0.0	0.0
34816	o8a	0.0	0.0
34817	o8_	0.004032258064516129	0.0011448196908986834
34818	o8]	0.0	0.0
34819	o89	0.0	0.0005724098454493417
34820	o88	0.0	0.0
34821	o9a	0.0	0.0
34822	o9d	0.0	0.0
34823	o9h	0.0	0.0
34824	o:r	0.0	0.0
34825	o]_	0.0	0.0
34826	o]-	0.0	0.0
34827	o[d	0.0	0.0
34828	o[a	0.0	0.0
34829	o[3	0.0	0.0
34830	o=0	0.0	0.0
34831	o;c	0.0	0.0
34832	o;_	0.0	0.0
34833	o:t	0.0	0.0
34834	o:s	0.0	0.0
34835	o:o	0.0	0.0
34836	o9i	0.0	0.0
34837	o:m	0.0	0.0
34838	o:k	0.0	0.0
34839	o:h	0.0	0.0
34840	o:c	0.0	0.0
34841	o:_	0.0	0.0
34842	o:9	0.0	0.0
34843	o:8	0.0	0.0
34844	o:2	0.0	0.0
34845	o:1	0.0	0.0
34846	o:0	0.0	0.0
34847	oaa	0.0	0.0005724098454493417
34848	oab	0.0	0.0
34849	oac	0.0	0.0005724098454493417
34850	oc7	0.0	0.0
34851	od-	0.0	0.0028620492272467086
34852	od+	0.0	0.0
34853	od)	0.0	0.0005724098454493417
34854	od(	0.0	0.0
34855	od&	0.0	0.0
34856	od#	0.0	0.0
34857	od"	0.0	0.0
34858	ocβ	0.0	0.0
34859	ocx	0.0	0.0
34860	ocv	0.0	0.0
34861	ocs	0.0	0.0005724098454493417
34862	ocp	0.0	0.0
34863	ocn	0.004032258064516129	0.0
34864	ocm	0.0	0.0005724098454493417
34865	ocl	0.004032258064516129	0.0011448196908986834
34866	och	0.012096774193548387	0.0022896393817973667
34867	ocd	0.0	0.0
34868	occ	0.004032258064516129	0.0022896393817973667
34869	ocb	0.0	0.0
34870	oc_	0.0	0.0
34871	oc]	0.0	0.0
34872	oc:	0.0	0.0
34873	oc9	0.0	0.0
34874	od/	0.0	0.0005724098454493417
34875	od0	0.0	0.0
34876	od1	0.004032258064516129	0.0011448196908986834
34877	odb	0.0	0.0
34878	odr	0.0	0.0
34879	odq	0.0	0.0
34880	odn	0.004032258064516129	0.0
34881	odm	0.008064516129032258	0.0005724098454493417
34882	odl	0.0	0.0
34883	odk	0.0	0.0
34884	odi	0.004032258064516129	0.009730967372638809
34885	odh	0.0	0.0
34886	odd	0.0	0.0005724098454493417
34887	odc	0.0	0.0005724098454493417
34888	oda	0.008064516129032258	0.0005724098454493417
34889	od2	0.004032258064516129	0.0
34890	od]	0.0	0.0
34891	od;	0.0	0.0
34892	od:	0.0	0.0
34893	od9	0.0	0.0
34894	od8	0.0	0.0
34895	od7	0.0	0.0
34896	od6	0.0	0.0
34897	od5	0.0	0.0
34898	od4	0.004032258064516129	0.0
34899	od3	0.004032258064516129	0.0
34900	oc8	0.0	0.0
34901	oc6	0.0	0.0
34902	oae	0.0	0.0
34903	oc5	0.004032258064516129	0.0005724098454493417
34904	ob4	0.0	0.0
34905	ob3	0.0	0.0
34906	ob2	0.0	0.0
34907	ob0	0.0	0.0
34908	ob/	0.0	0.0
34909	ob-	0.0	0.0011448196908986834
34910	ob)	0.0	0.0
34911	ob&	0.0	0.0
34912	oaδ	0.0	0.0
34913	oaw	0.004032258064516129	0.0
34914	oav	0.0	0.0
