Importance	Ngram	Frequency in race Columns	Frequency in Non race Columns
7645	88]	0.0	0.0006695361071257771
7646	87u	0.0	9.564801530368245e-05
7647	6pq	0.0	0.0
7648	87z	0.0	0.0
7649	87y	0.0	0.0
7650	6pr	0.0	9.564801530368245e-05
7651	87x	0.0	0.0
7652	87w	0.0	0.0
7653	6ps	0.0	0.0
7654	87v	0.0	0.0
7655	87t	0.0	9.564801530368245e-05
7656	88)	0.0	0.0
7657	87s	0.0	0.0
7658	87r	0.0	0.0
7659	87q	0.0	0.0
7660	6pt	0.0	0.0
7661	6pu	0.0	0.0
7662	6pw	0.0	0.0
7663	6px	0.0	0.0
7664	6py	0.0	0.0
7665	88%	0.0	0.0
7666	88+	0.0	0.0
7667	6ph	0.0	0.0
7668	888	0.0	0.0020086083213773313
7669	6pk	0.0	0.0
7670	88;	0.0	0.0
7671	88:	0.0	0.0
7672	6pl	0.0	0.0
7673	6pm	0.0	0.0
7674	6pn	0.0	0.0
7675	6po	0.0	9.564801530368245e-05
7676	889	0.0	0.0022955523672883787
7677	887	0.0	0.0023912003825920613
7678	88-	0.0	0.0006695361071257771
7679	886	0.0	0.0018173122907699664
7680	885	0.0	0.002104256336681014
7681	884	0.0	0.001912960306073649
7682	883	0.0	0.001912960306073649
7683	882	0.0	0.0020086083213773313
7684	881	0.0	0.0026781444285031084
7685	880	0.0	0.0020086083213773313
7686	6pp	0.0	9.564801530368245e-05
7687	6p2	0.0	0.0
7688	89)	0.0	9.564801530368245e-05
7689	89+	0.0	0.0001912960306073649
7690	89z	0.0	0.0
7691	6ol	0.0	0.0
7692	8:3	0.0	0.0
7693	8:2	0.0	0.0
7694	6om	0.0	0.0
7695	8:1	0.0	0.0
7696	6on	0.0	0.0
7697	8:0	0.0	0.0
7698	8:+	0.0	0.0
7699	6oo	0.0	0.0
7700	8:5	0.0	0.0
7701	6op	0.0	0.0
7702	89y	0.0	0.0
7703	89x	0.0	0.0
7704	89w	0.0	0.0
7705	89v	0.0	0.0
7706	89u	0.0	0.0
7707	89t	0.0	0.0
7708	89s	0.0	0.0
7709	8:4	0.0	0.0
7710	8:6	0.0	0.0
7711	89q	0.0	0.0
7712	8:n	0.0	0.0
7713	8;_	0.0	0.0
7714	8;2	0.0	0.0
7715	8;1	0.0	0.0
7716	6o_	0.0	0.00028694404591104734
7717	8:w	0.0	0.0
7718	8:t	0.0	0.0
7719	8:s	0.0	0.0
7720	6oc	0.0	0.0
7721	8:l	0.0	0.0
7722	6oj	0.0	0.0
7723	8:d	0.0	0.0
7724	8:a	0.0	0.0
7725	6od	0.0	0.0
7726	8:_	0.0	0.0
7727	8::	0.0	0.0
7728	6oe	0.0	0.0
7729	6oh	0.0	0.0
7730	6oi	0.0	0.0
7731	89r	0.0	0.0
7732	89p	0.0	9.564801530368245e-05
7733	89-	0.0	0.0006695361071257771
7734	6p-	0.0	0.0
7735	89;	0.0	0.0
7736	6p#	0.0	0.0
7737	89:	0.0	0.0
7738	899	0.0	0.001912960306073649
7739	898	0.0	0.0022955523672883787
7740	897	0.0	0.001721664275466284
7741	6p)	0.0	0.0
7742	896	0.0	0.0015303682448589192
7743	6p0	0.0	0.0
7744	6ox	0.0	0.0001912960306073649
7745	895	0.0	0.0024868483978957435
7746	894	0.0	0.0021999043519846965
7747	893	0.0	0.0022955523672883787
7748	892	0.0	0.0023912003825920613
7749	891	0.0	0.0022955523672883787
7750	890	0.0	0.0024868483978957435
7751	6p1	0.0	0.0
7752	89/	0.0	0.0
7753	6oy	0.0	0.0
7754	6ow	0.0	0.0
7755	89o	0.0	0.0
7756	6or	0.0	9.564801530368245e-05
7757	89n	0.0	0.0001912960306073649
7758	6oq	0.0	0.0
7759	89m	0.0	0.0001912960306073649
7760	89l	0.0	9.564801530368245e-05
7761	89k	0.0	0.0
7762	89j	0.0	0.0
7763	89i	0.0	0.0
7764	89h	0.0	0.0
7765	6os	0.0	0.0
7766	6ou	0.0	0.0
7767	89g	0.0	0.0
7768	89f	0.0	0.0
7769	6ot	0.0	0.0
7770	89e	0.0	0.0
7771	89d	0.0	0.0
7772	89c	0.0	9.564801530368245e-05
7773	89b	0.0	9.564801530368245e-05
7774	89a	0.0	0.0
7775	8bx	0.0	0.0
7776	8by	0.0	0.0
7777	8c-	0.0	0.0
7778	8ee	0.0	0.0
7779	8g&	0.0	0.0
7780	8fz	0.0	0.0
7781	8fy	0.0	0.0
7782	6j]	0.0	0.0
7783	8fv	0.0	0.0
7784	8ft	0.0	0.0
7785	8fs	0.0	9.564801530368245e-05
7786	6ja	0.0	0.0
7787	8fr	0.0	0.0
7788	8fq	0.0	0.0
7789	8fp	0.0	0.0
7790	6jb	0.0	0.0
7791	6jc	0.0	0.0
7792	6jd	0.0	0.0
7793	8fo	0.0	0.0
7794	8fn	0.0	0.0
7795	6je	0.0	0.0
7796	6jf	0.0	0.0
7797	8fm	0.0	0.0
7798	8g)	0.0	0.0
7799	6j;	0.0	0.0
7800	8g-	0.0	0.0001912960306073649
7801	8g8	0.0	0.0
7802	8gd	0.0	0.0
7803	8gc	0.0	0.0
7804	8gb	0.0	0.0
7805	8ga	0.0	0.0
7806	8g_	0.0	0.001052128168340507
7807	8g]	0.0	9.564801530368245e-05
7808	8g:	0.0	0.0
7809	8g9	0.0	0.0
7810	8g7	0.0	0.0
7811	6j:	0.0	0.0
7812	8g6	0.0	0.0
7813	8g5	0.0	0.0
7814	8g4	0.0	0.0
7815	8g3	0.0	0.0
7816	8g2	0.0	9.564801530368245e-05
7817	8g1	0.0	0.0
7818	8g0	0.0	9.564801530368245e-05
7819	8g/	0.0	0.0
7820	8fl	0.0	9.564801530368245e-05
7821	8fk	0.0	0.0
7822	6jh	0.0	0.0
7823	8eu	0.0	0.0
7824	8f-	0.0	0.0
7825	6jm	0.0	0.0
7826	8ex	0.0	0.0
7827	6jn	0.0	0.0
7828	6jo	0.0	0.0
7829	6jp	0.0	0.0
7830	8ew	0.0	0.0
7831	8ev	0.0	9.564801530368245e-05
7832	8et	0.0	0.0
7833	6jl	0.0	0.0
7834	6jq	0.0	0.0
7835	8es	0.0	0.0
7836	8er	0.0	0.0
7837	8ep	0.0	0.0
7838	8eo	0.0	0.0
7839	8en	0.0	0.0
7840	8ek	0.0	0.0
7841	8eg	0.0	0.0
7842	8f/	0.0	0.0
7843	8f0	0.0	0.0
7844	6ji	0.0	0.0
7845	8f]	0.0	9.564801530368245e-05
7846	8fi	0.0	0.0
7847	8ff	0.0	0.0
7848	8fe	0.0	0.0
7849	8fd	0.0	0.0
7850	8fc	0.0	0.0
7851	8fb	0.0	0.0
7852	8fa	0.0	0.0
7853	8f_	0.0	0.00047824007651841227
7854	8f9	0.0	9.564801530368245e-05
7855	8f1	0.0	9.564801530368245e-05
7856	8f8	0.0	0.0
7857	8f7	0.0	0.0
7858	8f6	0.0	0.0
7859	8f5	0.0	0.0
7860	8f4	0.0	0.0
7861	8f3	0.0	0.0
7862	6jk	0.0	0.0
7863	8f2	0.0	0.0
7864	8gj	0.0	0.0
7865	8gl	0.0	9.564801530368245e-05
7866	6j9	0.0	0.0
7867	6in	0.0	9.564801530368245e-05
7868	8hu	0.0	0.0
7869	8ht	0.0	0.0
7870	6im	0.0	0.0
7871	8hs	0.0	0.0
7872	8hr	0.0	0.0032520325203252032
7873	8hq	0.0	0.00028694404591104734
7874	8hp	0.0	0.00047824007651841227
7875	8ho	0.0	9.564801530368245e-05
7876	6ip	0.0	0.0
7877	8hw	0.0	0.0
7878	8hn	0.0	0.0
7879	8hm	0.0	0.0
7880	8hl	0.0	0.0
7881	8hk	0.0	0.0
7882	8hj	0.0	0.0
7883	8hi	0.0	0.0
7884	6iq	0.0	0.0
7885	8hh	0.0	0.0
7886	8hv	0.0	0.0
7887	8hy	0.0	0.0
7888	8hf	0.0	0.0
7889	6ii	0.0	0.0
7890	8ia	0.0	0.0
7891	8i_	0.0	9.564801530368245e-05
7892	8i:	0.0	0.0
7893	6ig	0.0	0.0
7894	8i9	0.0	0.0
7895	8i8	0.0	0.0
7896	8i7	0.0	0.0
7897	6ih	0.0	0.0
7898	6ij	0.0	0.0
7899	8i)	0.0	0.0
7900	8i6	0.0	0.0
7901	8i5	0.0	0.0
7902	8i3	0.0	0.0
7903	6ik	0.0	0.0
7904	6il	0.0	0.0
7905	8i2	0.0	0.0
7906	8i1	0.0	0.0
7907	8i-	0.0	0.0
7908	8hg	0.0	0.0
7909	8hd	0.0	0.0
7910	8gn	0.0	0.0
7911	6j2	0.0	0.0
7912	8gw	0.0	0.0
7913	6iw	0.0	0.0
7914	8gv	0.0	0.0
7915	6ix	0.0	0.0
7916	6iy	0.0	0.0
7917	6j-	0.0	0.0
7918	6j0	0.0	0.0
7919	6j1	0.0	0.0
7920	8gt	0.0	0.0
7921	6iv	0.0	0.0
7922	8gs	0.0	9.564801530368245e-05
7923	8gp	0.0	0.0
7924	6j3	0.0	0.0
7925	6j4	0.0	0.0
7926	8go	0.0	0.0
7927	6j5	0.0	0.0
7928	6j6	0.0	0.0
7929	6j7	0.0	0.0
7930	8gy	0.0	0.0
7931	8h)	0.0	0.0001912960306073649
7932	8hc	0.0	0.0
7933	8h6	0.0	0.0
7934	8hb	0.0	0.0
7935	8ha	0.0	0.0
7936	6ir	0.0	0.0
7937	8h]	0.0	9.564801530368245e-05
7938	8h9	0.0	0.0
7939	6is	0.0	0.0
7940	8h8	0.0	0.0
7941	8h7	0.0	0.0
7942	8h5	0.0	0.0
7943	6iu	0.0	0.0
7944	8h4	0.0	0.0
7945	8h3	0.0	0.0
7946	8h2	0.0	0.0
7947	6it	0.0	0.0
7948	8h1	0.0	0.0001912960306073649
7949	8h0	0.0	0.0001912960306073649
7950	8h-	0.0	0.00028694404591104734
7951	8h+	0.0	0.0
7952	8ef	0.0	9.564801530368245e-05
7953	8ed	0.0	0.0
7954	8c0	0.0	0.0
7955	6jr	0.0	0.0
7956	6l9	0.0	0.0
7957	6l:	0.0	0.0
7958	6l_	0.0	9.564801530368245e-05
7959	6la	0.0	0.0
7960	6lb	0.0	0.0
7961	6lc	0.0	0.0
7962	6ld	0.0	0.0
7963	6le	0.0	0.0
7964	6lf	0.0	0.0
7965	6lg	0.0	0.0
7966	6lh	0.0	0.0
7967	6li	0.0	0.0
7968	6lj	0.0	0.0
7969	8cl	0.0	9.564801530368245e-05
7970	6lk	0.0	0.0
7971	6ll	0.0	0.0
7972	6lm	0.0	0.0
7973	8ck	0.0	0.0
7974	6ln	0.0	0.0
7975	6l8	0.0	0.0
7976	6l3	0.0	0.0
7977	6l2	0.0	0.0
7978	6kv	0.0	0.0
7979	8cr	0.0	9.564801530368245e-05
7980	8cq	0.0	0.0
7981	6kp	0.0	0.0
7982	6kq	0.0	0.0
7983	6kr	0.0	0.0
7984	8cp	0.0	9.564801530368245e-05
7985	6kt	0.0	0.0
7986	6ku	0.0	0.0
7987	6kw	0.0	0.0
7988	6l1	0.0	9.564801530368245e-05
7989	6kx	0.0	0.0
7990	6ky	0.0	0.0
7991	8co	0.0	0.00028694404591104734
7992	6kz	0.0	0.0
7993	8cm	0.0	0.0
7994	6l)	0.0	0.0
7995	6l-	0.0	0.0
7996	6l/	0.0	0.0
7997	6lo	0.0	9.564801530368245e-05
7998	8ci	0.0	0.0
7999	6lp	0.0	0.0
8000	8c:	0.0	0.0
8001	6m6	0.0	0.0
8002	6m8	0.0	0.0
8003	6m9	0.0	9.564801530368245e-05
8004	8cc	0.0	0.0
8005	8cb	0.0	0.0
8006	8ca	0.0	0.0
8007	8c_	0.0	0.001052128168340507
8008	8c]	0.0	9.564801530368245e-05
8009	8c9	0.0	0.0
8010	6m4	0.0	0.0
8011	8c8	0.0	0.0
8012	8c7	0.0	0.0
8013	8c6	0.0	0.0
8014	8c5	0.0	0.0
8015	8c4	0.0	0.0
8016	8c3	0.0	0.0
8017	8c2	0.0	9.564801530368245e-05
8018	8c1	0.0	0.0
8019	6m5	0.0	0.0
8020	6m3	0.0	0.0
8021	6lq	0.0	0.0
8022	8cf	0.0	0.0
8023	6lr	0.0	9.564801530368245e-05
8024	6ls	0.0	0.0
8025	6lt	0.0	0.0
8026	8ch	0.0	0.0
8027	8cg	0.0	0.0
8028	6lu	0.0	9.564801530368245e-05
8029	6lv	0.0	0.0
8030	6lw	0.0	0.0
8031	6lx	0.0	0.0
8032	6m2	0.0	0.0
8033	6ly	0.0	0.0
8034	8ce	0.0	9.564801530368245e-05
8035	6lz	0.0	0.0
8036	8cd	0.0	9.564801530368245e-05
8037	6m)	0.0	0.0
8038	6m-	0.0	0.0
8039	6m0	0.0	0.0
8040	6m1	0.0	0.0
8041	8cs	0.0	0.0
8042	6ko	0.0	0.0
8043	6kn	0.0	0.0
8044	8dm	0.0	0.0
8045	6ju	0.0	0.0
8046	8du	0.0	0.0
8047	8dt	0.0	0.0
8048	8ds	0.0	0.0
8049	8dr	0.0	0.0
8050	8dp	0.0	0.0
8051	8do	0.0	0.0
8052	8dn	0.0	0.0
8053	6jv	0.0	0.0
8054	8dx	0.0	0.0
8055	8dl	0.0	0.0
8056	8dk	0.0	0.0
8057	8di	0.0	0.0
8058	8dh	0.0	0.0
8059	8dg	0.0	9.564801530368245e-05
8060	8df	0.0	0.0
8061	8de	0.0	9.564801530368245e-05
8062	8dd	0.0	9.564801530368245e-05
8063	6jt	0.0	0.0
8064	8dy	0.0	0.0
8065	6jw	0.0	0.0
8066	8e7	0.0	9.564801530368245e-05
8067	8ec	0.0	0.0
8068	8eb	0.0	0.0
8069	8ea	0.0	0.0
8070	8e_	0.0	0.00028694404591104734
8071	8e]	0.0	9.564801530368245e-05
8072	8e:	0.0	0.0
8073	8e9	0.0	0.0
8074	8e8	0.0	0.0
8075	8e6	0.0	0.0
8076	8e)	0.0	0.0
8077	6js	0.0	0.0
8078	8e5	0.0	0.0
8079	8e4	0.0	0.0
8080	8e3	0.0	0.0
8081	8e2	0.0	0.0
8082	8e1	0.0	0.0
8083	8e0	0.0	0.0
8084	8e-	0.0	0.0
8085	8dc	0.0	0.0
8086	8db	0.0	0.0
8087	6kl	0.0	0.0
8088	8d1	0.0	0.0001912960306073649
8089	6k]	0.0	0.0
8090	6k_	0.0	0.0
8091	8d4	0.0	0.0
8092	6ka	0.0	0.0
8093	8d3	0.0	0.0
8094	6kc	0.0	0.0
8095	6kd	0.0	0.0
8096	8d2	0.0	9.564801530368245e-05
8097	8d0	0.0	0.0
8098	8d5	0.0	0.0
8099	6ke	0.0	0.0
8100	8d-	0.0	0.0
8101	8d)	0.0	0.0
8102	8cy	0.0	0.0
8103	8cu	0.0	0.0
8104	8ct	0.0	0.0001912960306073649
8105	6kh	0.0	0.0
8106	6ki	0.0	0.0
8107	6k:	0.0	0.0
8108	6k9	0.0	0.0
8109	8da	0.0	0.0001912960306073649
8110	8d8	0.0	0.0001912960306073649
8111	8d_	0.0	0.0005738880918220947
8112	6jx	0.0	0.0
8113	6jy	0.0	0.0
8114	6jz	0.0	0.0
8115	8d]	0.0	9.564801530368245e-05
8116	8d:	0.0	0.0
8117	8d9	0.0	0.0
8118	6k-	0.0	0.0
8119	6k/	0.0	0.0
8120	6k8	0.0	0.0
8121	6k0	0.0	0.0
8122	8d7	0.0	0.0001912960306073649
8123	6k1	0.0	0.0
8124	8d6	0.0	9.564801530368245e-05
8125	6k2	0.0	0.0
8126	6k3	0.0	0.0
8127	6k4	0.0	0.0
8128	6k5	0.0	0.0
8129	6pz	0.0	0.0
8130	6q-	0.0	0.0
8131	87p	0.0	0.0001912960306073649
8132	8/e	0.0	0.0
8133	6vh	0.0	0.0
8134	6vi	0.0	0.0
8135	80b	0.0	9.564801530368245e-05
8136	80a	0.0	0.0
8137	6vm	0.0	0.0
8138	6vo	0.0	0.0
8139	6vq	0.0	0.0
8140	6vr	0.0	0.0
8141	6vs	0.0	0.0
8142	6vw	0.0	0.0
8143	80:	0.0	0.0
8144	6vz	0.0	0.0
8145	6w+	0.0	0.0
8146	6w-	0.0	0.0
8147	6w/	0.0	0.0
8148	6w1	0.0	9.564801530368245e-05
8149	809	0.0	0.0022955523672883787
8150	808	0.0	0.0026781444285031084
8151	6w2	0.0	0.0
8152	80d	0.0	9.564801530368245e-05
8153	80e	0.0	0.0
8154	6vg	0.0	0.0
8155	80o	0.0	0.0
8156	6v_	0.0	9.564801530368245e-05
8157	6vb	0.0	0.0
8158	80r	0.0	0.0003825920612147298
8159	80q	0.0	0.0
8160	80p	0.0	0.0001912960306073649
8161	6vc	0.0	0.0
8162	6vd	0.0	0.0
8163	6ve	0.0	9.564801530368245e-05
8164	80n	0.0	0.0005738880918220947
8165	80f	0.0	0.0
8166	80m	0.0	9.564801530368245e-05
8167	80l	0.0	0.00028694404591104734
8168	6vf	0.0	0.0
8169	80k	0.0	0.0
8170	80j	0.0	0.0
8171	80i	0.0	0.0
8172	80h	0.0	0.0
8173	80g	0.0	0.0
8174	6w3	0.0	0.0
8175	807	0.0	0.0021999043519846965
8176	806	0.0	0.0021999043519846965
8177	8/m	0.0	0.0
8178	80#	0.0	0.0
8179	8/w	0.0	0.0
8180	6wk	0.0	0.0001912960306073649
8181	8/v	0.0	0.0
8182	8/u	0.0	0.0
8183	8/t	0.0	0.0
8184	8/s	0.0	0.0
8185	8/r	0.0	0.0
8186	8/l	0.0	0.0
8187	80(	0.0	0.0
8188	6wm	0.0	0.0
8189	6wo	0.0	0.0
8190	8/i	0.0	9.564801530368245e-05
8191	6wp	0.0	0.0
8192	8/h	0.0	0.0
8193	6ws	0.0	0.0
8194	8/g	0.0	0.0001912960306073649
8195	6wt	0.0	0.0
8196	80%	0.0	9.564801530368245e-05
8197	6wj	0.0	9.564801530368245e-05
8198	805	0.0	0.0022955523672883787
8199	801	0.0	0.002104256336681014
8200	6w4	0.0	9.564801530368245e-05
8201	804	0.0	0.0028694404591104736
8202	803	0.0	0.0023912003825920613
8203	6w5	0.0	0.0
8204	6w_	0.0	9.564801530368245e-05
8205	6wa	0.0	0.0
8206	6wb	0.0	9.564801530368245e-05
8207	802	0.0	0.002773792443806791
8208	6wc	0.0	0.0
8209	80)	0.0	0.0003825920612147298
8210	6wd	0.0	0.0
8211	6we	0.0	0.0
8212	800	0.0	0.0030607364897178384
8213	6wf	0.0	0.0
8214	80/	0.0	0.0
8215	80-	0.0	0.0009564801530368245
8216	80+	0.0	0.0001912960306073649
8217	6wh	0.0	0.0
8218	6v]	0.0	0.0
8219	80s	0.0	0.0
8220	6v6	0.0	0.0
8221	81j	0.0	0.0
8222	81r	0.0	0.0
8223	81q	0.0	0.0001912960306073649
8224	81p	0.0	9.564801530368245e-05
8225	6ud	0.0	0.0
8226	81n	0.0	0.0001912960306073649
8227	81m	0.0	0.0
8228	81l	0.0	0.0
8229	81k	0.0	0.0
8230	81i	0.0	0.0
8231	81t	0.0	9.564801530368245e-05
8232	81h	0.0	0.0
8233	81g	0.0	0.0
8234	81f	0.0	9.564801530368245e-05
8235	6uf	0.0	0.0
8236	81e	0.0	0.0
8237	6ug	0.0	0.0
8238	81d	0.0	0.0
8239	81c	0.0	9.564801530368245e-05
8240	81s	0.0	0.0
8241	81u	0.0	0.0
8242	81a	0.0	0.00028694404591104734
8243	821	0.0	0.0023912003825920613
8244	829	0.0	0.0032520325203252032
8245	828	0.0	0.0022955523672883787
8246	827	0.0	0.002773792443806791
8247	826	0.0	0.0020086083213773313
8248	6ub	0.0	0.0
8249	824	0.0	0.0026781444285031084
8250	823	0.0	0.002582496413199426
8251	822	0.0	0.002965088474414156
8252	820	0.0	0.0021999043519846965
8253	81v	0.0	0.0
8254	82/	0.0	0.0
8255	82-	0.0	0.0003825920612147298
8256	82+	0.0	9.564801530368245e-05
8257	82)	0.0	9.564801530368245e-05
8258	81z	0.0	0.0
8259	81y	0.0	0.0
8260	81x	0.0	0.0
8261	81w	0.0	0.0
8262	81b	0.0	9.564801530368245e-05
8263	6uh	0.0	0.0
8264	80t	0.0	9.564801530368245e-05
8265	80x	0.0	0.0
8266	6v)	0.0	0.0
8267	80℃	0.0	0.0
8268	6v/	0.0	0.0
8269	80—	0.0	0.0
8270	80µ	0.0	0.0001912960306073649
8271	80~	0.0	0.0
8272	80z	0.0	0.0
8273	80y	0.0	0.0
8274	6v0	0.0	0.0
8275	6uy	0.0	0.0
8276	80w	0.0	9.564801530368245e-05
8277	80v	0.0	0.0
8278	6v1	0.0	9.564801530368245e-05
8279	6v2	0.0	0.0
8280	6v3	0.0	0.0
8281	6v4	0.0	0.0
8282	80u	0.0	0.0
8283	6v5	0.0	0.0
8284	6uz	0.0	0.0
8285	6ut	0.0	0.0
8286	81;	0.0	0.0
8287	813	0.0	0.0021999043519846965
8288	81:	0.0	0.0
8289	819	0.0	0.0018173122907699664
8290	6ui	0.0	0.0
8291	818	0.0	0.0014347202295552368
8292	817	0.0	0.0018173122907699664
8293	816	0.0	0.0016260162601626016
8294	815	0.0	0.001912960306073649
8295	814	0.0	0.0022955523672883787
8296	6ul	0.0	9.564801530368245e-05
8297	81+	0.0	0.0001912960306073649
8298	812	0.0	0.0023912003825920613
8299	6um	0.0	9.564801530368245e-05
8300	811	0.0	0.0016260162601626016
8301	810	0.0	0.0026781444285031084
8302	81/	0.0	0.0
8303	81-	0.0	0.0005738880918220947
8304	6un	0.0	0.0
8305	6us	0.0	0.0
8306	8/f	0.0	0.0
8307	8/d	0.0	0.0
8308	82:	0.0	0.0
8309	6wu	0.0	0.0
8310	8+5	0.0	0.0
8311	8+4	0.0	0.0
8312	8+3	0.0	9.564801530368245e-05
8313	8+2	0.0	0.0
8314	8+1	0.0	0.0
8315	8+/	0.0	9.564801530368245e-05
8316	8++	0.0	0.0
8317	8+)	0.0	0.0
8318	8+#	0.0	0.0
8319	8*_	0.0	0.0
8320	8)x	0.0	0.0
8321	8)m	0.0	0.0
8322	8)i	0.0	0.0
8323	8)d	0.0	0.0
8324	8)_	0.0	0.0013390722142515542
8325	8);	0.0	0.0
8326	6yk	0.0	0.0
8327	8):	0.0	0.0
8328	8)-	0.0	0.0
8329	8+6	0.0	0.0
8330	8+7	0.0	9.564801530368245e-05
8331	6yj	0.0	0.0
8332	8+i	0.0	9.564801530368245e-05
8333	8+t	0.0	9.564801530368245e-05
8334	8+s	0.0	9.564801530368245e-05
8335	6y1	0.0	0.0
8336	6y_	0.0	0.00028694404591104734
8337	8+r	0.0	9.564801530368245e-05
8338	8+p	0.0	9.564801530368245e-05
8339	8+m	0.0	0.0
8340	8+l	0.0	0.0
8341	6ya	0.0	0.0
8342	6yi	0.0	0.0
8343	8+h	0.0	0.0
8344	8+d	0.0	0.0
8345	8+c	0.0	0.0005738880918220947
8346	6yd	0.0	0.0
8347	6ye	0.0	0.0
8348	6yf	0.0	0.0
8349	8+;	0.0	0.0
8350	8+9	0.0	0.0
8351	8)+	0.0	0.0
8352	8)(	0.0	0.0
8353	8(p	0.0	0.0
8354	7°c	0.0	9.564801530368245e-05
8355	7℃_	0.0	0.0
8356	7–c	0.0	0.0
8357	7δ_	0.0	0.0
8358	7β-	0.0	0.0
8359	7˚c	0.0	0.0
8360	7ß2	0.0	0.0
8361	7µm	0.0	9.564801530368245e-05
8362	7±_	0.0	0.0
8363	7°_	0.0	0.0
8364	8#1	0.0	9.564801530368245e-05
8365	9v5	0.0	0.0
8366	6yq	0.0	0.0
8367	6yr	0.0	0.0
8368	7~9	0.0	0.0
8369	6ys	0.0	0.0
8370	7|c	0.0	0.0
8371	6yt	0.0	0.0
8372	7zy	0.0	0.0
8373	7™_	0.0	0.0
8374	6yp	0.0	0.0
8375	8(n	0.0	0.0
8376	8(1	0.0	0.0
8377	8(k	0.0	0.0
8378	8(i	0.0	0.0
8379	8(h	0.0	0.0
8380	8(c	0.0	0.0
8381	8(a	0.0	0.0
8382	8(7	0.0	0.0
8383	6ym	0.0	0.0
8384	8(6	0.0	0.0
8385	8(0	0.0	0.0
8386	6yo	0.0	0.0
8387	8(-	0.0	0.0
8388	8's	0.0	9.564801530368245e-05
8389	8'_	0.0	0.0
8390	8&a	0.0	0.0
8391	8%_	0.0	9.564801530368245e-05
8392	6yn	0.0	0.0
8393	8#3	0.0	9.564801530368245e-05
8394	8#2	0.0	9.564801530368245e-05
8395	8+v	0.0	0.0
8396	6y/	0.0	0.0
8397	8-)	0.0	0.0
8398	8-v	0.0	9.564801530368245e-05
8399	6x8	0.0	0.0
8400	8/*	0.0	0.0
8401	8-δ	0.0	0.0
8402	6x9	0.0	0.0
8403	8-z	0.0	0.0
8404	8-y	0.0	0.0
8405	8-x	0.0	9.564801530368245e-05
8406	8-w	0.0	9.564801530368245e-05
8407	6x_	0.0	0.0
8408	6x6	0.0	0.0
8409	6xa	0.0	0.0
8410	6xb	0.0	0.0
8411	8-u	0.0	9.564801530368245e-05
8412	8-t	0.0	9.564801530368245e-05
8413	6xc	0.0	9.564801530368245e-05
8414	6xd	0.0	0.0
8415	8-s	0.0	0.00028694404591104734
8416	8-r	0.0	0.0005738880918220947
8417	6x7	0.0	0.0
8418	8/0	0.0	9.564801530368245e-05
8419	8-p	0.0	0.00047824007651841227
8420	8/7	0.0	0.0
8421	8/c	0.0	0.0
8422	6ww	0.0	0.0
8423	8/a	0.0	0.0
8424	8/9	0.0	0.0
8425	6x+	0.0	0.0
8426	8/8	0.0	0.0
8427	6x-	0.0	0.0
8428	6x/	0.0	0.0
8429	6x1	0.0	0.0
8430	6x5	0.0	0.0
8431	8/6	0.0	0.0
8432	8/5	0.0	0.0
8433	8/4	0.0	0.0
8434	8/3	0.0	9.564801530368245e-05
8435	8/2	0.0	0.0001912960306073649
8436	6x2	0.0	0.0
8437	6x3	0.0	0.0
8438	6x4	0.0	0.0
8439	8-q	0.0	9.564801530368245e-05
8440	8-o	0.0	0.0001912960306073649
8441	8--	0.0	0.0
8442	6xr	0.0	0.0
8443	8-9	0.0	0.0005738880918220947
8444	8-8	0.0	0.00047824007651841227
8445	8-7	0.0	0.00047824007651841227
8446	8-6	0.0	0.0006695361071257771
8447	8-5	0.0	0.0005738880918220947
8448	8-4	0.0	0.0009564801530368245
8449	8-3	0.0	0.0014347202295552368
8450	6xn	0.0	0.0
8451	8-2	0.0	0.001912960306073649
8452	6xl	0.0	0.0
8453	6xt	0.0	0.0
8454	6xu	0.0	0.0
8455	8-/	0.0	0.0
8456	6xw	0.0	0.0
8457	6xx	0.0	9.564801530368245e-05
8458	6xy	0.0	9.564801530368245e-05
8459	6xz	0.0	0.0
8460	6y)	0.0	0.0001912960306073649
8461	6xm	0.0	0.0
8462	8-;	0.0	0.0
8463	8-n	0.0	0.00028694404591104734
8464	8-f	0.0	0.0001912960306073649
8465	8-m	0.0	0.00028694404591104734
8466	8-l	0.0	0.0003825920612147298
8467	8-k	0.0	0.0001912960306073649
8468	8-j	0.0	0.0
8469	8-i	0.0	0.00028694404591104734
8470	8-h	0.0	0.0003825920612147298
8471	6xe	0.0	0.0
8472	8-g	0.0	0.0
8473	8-e	0.0	0.00047824007651841227
8474	6xk	0.0	0.0
8475	8-d	0.0	0.00047824007651841227
8476	6xf	0.0	0.0
8477	8-b	0.0	0.000860832137733142
8478	8-a	0.0	0.00028694404591104734
8479	6xg	0.0	0.0
8480	6xi	0.0	0.0
8481	8-_	0.0	0.00028694404591104734
8482	6xj	0.0	0.0
8483	6u_	0.0	0.0
8484	6u9	0.0	0.0
8485	6q/	0.0	0.0
8486	6s_	0.0	0.0001912960306073649
8487	861	0.0	0.002104256336681014
8488	860	0.0	0.0020086083213773313
8489	86/	0.0	0.0
8490	86-	0.0	0.0005738880918220947
8491	86+	0.0	0.0
8492	86)	0.0	0.0
8493	6rx	0.0	0.0
8494	86(	0.0	0.0
8495	85β	0.0	0.0
8496	85{	0.0	0.0
8497	85y	0.0	0.0
8498	85x	0.0	0.0
